LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
Ligue 1,2022-2023,19.02.2023,Brest,1-2,Monaco
Ligue 1,2022-2023,19.02.2023,Rennes,2-0,Clermont
Ligue 1,2022-2023,19.02.2023,Troyes,0-1,Montpellier
Ligue 1,2022-2023,19.02.2023,Lens,3-1,Nantes
Ligue 1,2022-2023,19.02.2023,Toulouse,2-3,Marsilya
Ligue 1,2022-2023,24.02.2023,Lille,2-1,Brest
Ligue 1,2022-2023,25.02.2023,Angers,1-3,Lyon
Ligue 1,2022-2023,25.02.2023,Montpellier,1-1,Lens
Ligue 1,2022-2023,26.02.2023,Lorient,0-1,AJ Auxerre
Ligue 1,2022-2023,26.02.2023,AC Ajaccio,2-1,Troyes
Ligue 1,2022-2023,26.02.2023,Clermont,1-1,Strasbourg
Ligue 1,2022-2023,26.02.2023,Nantes,0-1,Rennes
Ligue 1,2022-2023,26.02.2023,Reims,3-0,Toulouse
Ligue 1,2022-2023,26.02.2023,Monaco,0-3,Nice
Ligue 1,2022-2023,26.02.2023,Marsilya,0-3,PSG
Ligue 1,2022-2023,03.03.2023,Nice,1-1,AJ Auxerre
Ligue 1,2022-2023,04.03.2023,Lens,1-1,Lille
Ligue 1,2022-2023,04.03.2023,PSG,4-2,Nantes
Ligue 1,2022-2023,05.03.2023,Troyes,2-2,Monaco
Ligue 1,2022-2023,05.03.2023,Montpellier,5-0,Angers
Ligue 1,2022-2023,05.03.2023,Strasbourg,0-1,Brest
Ligue 1,2022-2023,05.03.2023,Reims,1-0,AC Ajaccio
Ligue 1,2022-2023,05.03.2023,Toulouse,0-1,Clermont
Ligue 1,2022-2023,05.03.2023,Lyon,0-0,Lorient
Ligue 1,2022-2023,05.03.2023,Rennes,0-1,Marsilya
Ligue 1,2022-2023,10.03.2023,Lille,3-3,Lyon
Ligue 1,2022-2023,11.03.2023,AJ Auxerre,0-0,Rennes
Ligue 1,2022-2023,11.03.2023,Brest,1-2,PSG
Ligue 1,2022-2023,12.03.2023,Clermont,0-4,Lens
Ligue 1,2022-2023,12.03.2023,AC Ajaccio,0-1,Montpellier
Ligue 1,2022-2023,12.03.2023,Angers,0-2,Toulouse
Ligue 1,2022-2023,12.03.2023,Lorient,2-0,Troyes
Ligue 1,2022-2023,12.03.2023,Nantes,2-2,Nice
Ligue 1,2022-2023,12.03.2023,Monaco,0-1,Reims
Ligue 1,2022-2023,12.03.2023,Marsilya,2-2,Strasbourg
Ligue 1,2022-2023,17.03.2023,Lyon,1-1,Nantes
Ligue 1,2022-2023,18.03.2023,Toulouse,0-2,Lille
Ligue 1,2022-2023,18.03.2023,Lens,3-0,Angers
Ligue 1,2022-2023,19.03.2023,AC Ajaccio,0-2,Monaco
Ligue 1,2022-2023,19.03.2023,Montpellier,2-1,Clermont
Ligue 1,2022-2023,19.03.2023,Nice,1-1,Lorient
Ligue 1,2022-2023,19.03.2023,Strasbourg,2-0,AJ Auxerre
Ligue 1,2022-2023,19.03.2023,Troyes,2-2,Brest
Ligue 1,2022-2023,19.03.2023,PSG,0-2,Rennes
Ligue 1,2022-2023,19.03.2023,Reims,1-2,Marsilya
Ligue 1,2022-2023,31.03.2023,Marsilya,1-1,Montpellier
Ligue 1,2022-2023,01.04.2023,AJ Auxerre,1-0,Troyes
Ligue 1,2022-2023,01.04.2023,Rennes,0-1,Lens
Ligue 1,2022-2023,02.04.2023,Lille,3-1,Lorient
Ligue 1,2022-2023,02.04.2023,Angers,1-1,Nice
Ligue 1,2022-2023,02.04.2023,Clermont,2-1,AC Ajaccio
Ligue 1,2022-2023,02.04.2023,Nantes,0-3,Reims
Ligue 1,2022-2023,02.04.2023,Brest,3-1,Toulouse
Ligue 1,2022-2023,02.04.2023,Monaco,4-3,Strasbourg
Ligue 1,2022-2023,02.04.2023,PSG,0-1,Lyon
Ligue 1,2022-2023,07.04.2023,Lens,2-1,Strasbourg
Ligue 1,2022-2023,08.04.2023,Angers,1-0,Lille
Ligue 1,2022-2023,08.04.2023,Nice,0-2,PSG
Ligue 1,2022-2023,09.04.2023,Lyon,3-1,Rennes
Ligue 1,2022-2023,09.04.2023,AC Ajaccio,0-3,AJ Auxerre
Ligue 1,2022-2023,09.04.2023,Montpellier,1-2,Toulouse
Ligue 1,2022-2023,09.04.2023,Reims,1-1,Brest
Ligue 1,2022-2023,09.04.2023,Troyes,0-2,Clermont
Ligue 1,2022-2023,09.04.2023,Nantes,2-2,Monaco
Ligue 1,2022-2023,09.04.2023,Lorient,0-0,Marsilya
Ligue 1,2022-2023,14.04.2023,Toulouse,1-2,Lyon
Ligue 1,2022-2023,15.04.2023,Rennes,3-0,Reims
Ligue 1,2022-2023,15.04.2023,PSG,3-1,Lens
Ligue 1,2022-2023,16.04.2023,Lille,2-1,Montpellier
Ligue 1,2022-2023,16.04.2023,AJ Auxerre,2-1,Nantes
Ligue 1,2022-2023,16.04.2023,Clermont,2-1,Angers
Ligue 1,2022-2023,16.04.2023,Strasbourg,3-1,AC Ajaccio
Ligue 1,2022-2023,16.04.2023,Brest,1-0,Nice
Ligue 1,2022-2023,16.04.2023,Monaco,3-1,Lorient
Ligue 1,2022-2023,16.04.2023,Marsilya,3-1,Troyes
Ligue 1,2022-2023,21.04.2023,Angers,1-2,PSG
Ligue 1,2022-2023,22.04.2023,AJ Auxerre,1-1,Lille
Ligue 1,2022-2023,22.04.2023,Lens,3-0,Monaco
Ligue 1,2022-2023,23.04.2023,Reims,0-2,Strasbourg
Ligue 1,2022-2023,23.04.2023,AC Ajaccio,0-0,Brest
Ligue 1,2022-2023,23.04.2023,Lorient,0-1,Toulouse
Ligue 1,2022-2023,23.04.2023,Nantes,2-2,Troyes
Ligue 1,2022-2023,23.04.2023,Nice,1-2,Clermont
Ligue 1,2022-2023,23.04.2023,Montpellier,1-0,Rennes
Ligue 1,2022-2023,23.04.2023,Lyon,1-2,Marsilya
Ligue 1,2022-2023,28.04.2023,Strasbourg,1-2,Lyon
Ligue 1,2022-2023,29.04.2023,Lille,3-0,AC Ajaccio
Ligue 1,2022-2023,30.04.2023,Monaco,0-4,Montpellier
Ligue 1,2022-2023,30.04.2023,Clermont,1-0,Reims
Ligue 1,2022-2023,30.04.2023,Rennes,4-2,Angers
Ligue 1,2022-2023,30.04.2023,Troyes,0-1,Nice
Ligue 1,2022-2023,30.04.2023,PSG,1-3,Lorient
Ligue 1,2022-2023,30.04.2023,Marsilya,2-1,AJ Auxerre
Ligue 1,2022-2023,02.05.2023,Toulouse,0-1,Lens
Ligue 1,2022-2023,03.05.2023,Brest,2-0,Nantes
Ligue 1,2022-2023,06.05.2023,Nice,2-1,Rennes
Ligue 1,2022-2023,06.05.2023,Reims,1-0,Lille
Ligue 1,2022-2023,06.05.2023,Lens,2-1,Marsilya
Ligue 1,2022-2023,07.05.2023,Angers,1-2,Monaco
Ligue 1,2022-2023,07.05.2023,AC Ajaccio,0-0,Toulouse
Ligue 1,2022-2023,07.05.2023,AJ Auxerre,1-1,Clermont
Ligue 1,2022-2023,07.05.2023,Lorient,2-1,Brest
Ligue 1,2022-2023,07.05.2023,Nantes,0-2,Strasbourg
Ligue 1,2022-2023,07.05.2023,Lyon,5-4,Montpellier
Ligue 1,2022-2023,07.05.2023,Troyes,1-3,PSG
Ligue 1,2022-2023,12.05.2023,Lens,2-1,Reims
Ligue 1,2022-2023,13.05.2023,Strasbourg,2-0,Nice
Ligue 1,2022-2023,13.05.2023,PSG,5-0,AC Ajaccio
Ligue 1,2022-2023,14.05.2023,Clermont,2-1,Lyon
Ligue 1,2022-2023,14.05.2023,Montpellier,1-1,Lorient
Ligue 1,2022-2023,14.05.2023,Brest,1-0,AJ Auxerre
Ligue 1,2022-2023,14.05.2023,Rennes,4-0,Troyes
Ligue 1,2022-2023,14.05.2023,Toulouse,0-0,Nantes
Ligue 1,2022-2023,14.05.2023,Monaco,0-0,Lille
Ligue 1,2022-2023,14.05.2023,Marsilya,3-1,Angers
Ligue 1,2022-2023,19.05.2023,Lyon,3-1,Monaco
Ligue 1,2022-2023,20.05.2023,Nantes,0-3,Montpellier
Ligue 1,2022-2023,20.05.2023,Lille,2-1,Marsilya
Ligue 1,2022-2023,21.05.2023,AC Ajaccio,0-5,Rennes
Ligue 1,2022-2023,21.05.2023,Nice,0-0,Toulouse
Ligue 1,2022-2023,21.05.2023,Brest,2-1,Clermont
Ligue 1,2022-2023,21.05.2023,Reims,2-2,Angers
Ligue 1,2022-2023,21.05.2023,Troyes,1-1,Strasbourg
Ligue 1,2022-2023,21.05.2023,Lorient,1-3,Lens
Ligue 1,2022-2023,21.05.2023,AJ Auxerre,1-2,PSG
Ligue 1,2022-2023,27.05.2023,Angers,2-1,Troyes
Ligue 1,2022-2023,27.05.2023,Clermont,2-0,Lorient
Ligue 1,2022-2023,27.05.2023,Lille,2-1,Nantes
Ligue 1,2022-2023,27.05.2023,Montpellier,2-3,Nice
Ligue 1,2022-2023,27.05.2023,Lyon,3-0,Reims
Ligue 1,2022-2023,27.05.2023,Marsilya,1-2,Brest
Ligue 1,2022-2023,27.05.2023,Lens,3-0,AC Ajaccio
Ligue 1,2022-2023,27.05.2023,Strasbourg,1-1,PSG
Ligue 1,2022-2023,27.05.2023,Rennes,2-0,Monaco
Ligue 1,2022-2023,27.05.2023,Toulouse,1-1,AJ Auxerre
Ligue 1,2022-2023,03.06.2023,AC Ajaccio,1-0,Marsilya
Ligue 1,2022-2023,03.06.2023,AJ Auxerre,1-3,Lens
Ligue 1,2022-2023,03.06.2023,Monaco,1-2,Toulouse
Ligue 1,2022-2023,03.06.2023,Lorient,2-1,Strasbourg
Ligue 1,2022-2023,03.06.2023,Nantes,1-0,Angers
Ligue 1,2022-2023,03.06.2023,Nice,3-1,Lyon
Ligue 1,2022-2023,03.06.2023,PSG,2-3,Clermont
Ligue 1,2022-2023,03.06.2023,Brest,1-2,Rennes
Ligue 1,2022-2023,03.06.2023,Reims,1-3,Montpellier
Ligue 1,2022-2023,03.06.2023,Troyes,1-1,Lille
Ligue 1,2023-2024,11.08.2023,Nice,1-1,Lille
Ligue 1,2023-2024,12.08.2023,Marsilya,2-1,Reims
Ligue 1,2023-2024,12.08.2023,PSG,0-0,Lorient
Ligue 1,2023-2024,13.08.2023,Brest,3-2,Lens
Ligue 1,2023-2024,13.08.2023,Clermont,2-4,Monaco
Ligue 1,2023-2024,13.08.2023,Nantes,1-2,Toulouse
Ligue 1,2023-2024,13.08.2023,Montpellier,2-2,Le Havre
Ligue 1,2023-2024,13.08.2023,Rennes,5-1,Metz
Ligue 1,2023-2024,13.08.2023,Strasbourg,2-1,Lyon
Ligue 1,2023-2024,18.08.2023,Metz,2-2,Marsilya
Ligue 1,2023-2024,19.08.2023,Lyon,1-4,Montpellier
Ligue 1,2023-2024,19.08.2023,Toulouse,1-1,PSG
Ligue 1,2023-2024,20.08.2023,Lille,2-0,Nantes
Ligue 1,2023-2024,20.08.2023,Lorient,1-1,Nice
Ligue 1,2023-2024,20.08.2023,Reims,2-0,Clermont
Ligue 1,2023-2024,20.08.2023,Le Havre,1-2,Brest
Ligue 1,2023-2024,20.08.2023,Monaco,3-0,Strasbourg
Ligue 1,2023-2024,20.08.2023,Lens,1-1,Rennes
Ligue 1,2023-2024,25.08.2023,Nantes,3-3,Monaco
Ligue 1,2023-2024,26.08.2023,Marsilya,2-0,Brest
Ligue 1,2023-2024,26.08.2023,PSG,3-1,Lens
Ligue 1,2023-2024,27.08.2023,Rennes,2-2,Le Havre
Ligue 1,2023-2024,27.08.2023,Strasbourg,2-0,Toulouse
Ligue 1,2023-2024,27.08.2023,Clermont,0-1,Metz
Ligue 1,2023-2024,27.08.2023,Montpellier,1-3,Reims
Ligue 1,2023-2024,27.08.2023,Lorient,4-1,Lille
Ligue 1,2023-2024,27.08.2023,Nice,0-0,Lyon
Ligue 1,2023-2024,01.09.2023,Nantes,1-1,Marsilya
Ligue 1,2023-2024,02.09.2023,Brest,0-0,Rennes
Ligue 1,2023-2024,02.09.2023,Monaco,3-0,Lens
Ligue 1,2023-2024,03.09.2023,Toulouse,2-2,Clermont
Ligue 1,2023-2024,03.09.2023,Lille,1-0,Montpellier
Ligue 1,2023-2024,03.09.2023,Le Havre,3-0,Lorient
Ligue 1,2023-2024,03.09.2023,Metz,2-2,Reims
Ligue 1,2023-2024,03.09.2023,Nice,2-0,Strasbourg
Ligue 1,2023-2024,03.09.2023,Lyon,1-4,PSG
Ligue 1,2023-2024,15.09.2023,PSG,2-3,Nice
Ligue 1,2023-2024,16.09.2023,Rennes,2-2,Lille
Ligue 1,2023-2024,16.09.2023,Lens,0-1,Metz
Ligue 1,2023-2024,17.09.2023,Lorient,2-2,Monaco
Ligue 1,2023-2024,17.09.2023,Strasbourg,2-2,Montpellier
Ligue 1,2023-2024,17.09.2023,Clermont,0-1,Nantes
Ligue 1,2023-2024,17.09.2023,Reims,1-2,Brest
Ligue 1,2023-2024,17.09.2023,Marsilya,0-0,Toulouse
Ligue 1,2023-2024,17.09.2023,Lyon,0-0,Le Havre
Ligue 1,2023-2024,22.09.2023,Monaco,0-1,Nice
Ligue 1,2023-2024,23.09.2023,Nantes,5-3,Lorient
Ligue 1,2023-2024,23.09.2023,Brest,1-0,Lyon
Ligue 1,2023-2024,24.09.2023,Metz,0-1,Strasbourg
Ligue 1,2023-2024,24.09.2023,Lens,2-1,Toulouse
Ligue 1,2023-2024,24.09.2023,Le Havre,2-1,Clermont
Ligue 1,2023-2024,24.09.2023,Montpellier,0-0,Rennes
Ligue 1,2023-2024,24.09.2023,PSG,4-0,Marsilya
Ligue 1,2023-2024,26.09.2023,Lille,1-2,Reims
Ligue 1,2023-2024,29.09.2023,Strasbourg,0-1,Lens
Ligue 1,2023-2024,30.09.2023,Clermont,0-0,PSG
Ligue 1,2023-2024,30.09.2023,Monaco,3-2,Marsilya
Ligue 1,2023-2024,01.10.2023,Reims,2-0,Lyon
Ligue 1,2023-2024,01.10.2023,Toulouse,3-0,Metz
Ligue 1,2023-2024,01.10.2023,Nice,0-0,Brest
Ligue 1,2023-2024,01.10.2023,Le Havre,0-2,Lille
Ligue 1,2023-2024,01.10.2023,Lorient,0-3,Montpellier
Ligue 1,2023-2024,01.10.2023,Rennes,3-1,Nantes
Ligue 1,2023-2024,06.10.2023,Strasbourg,1-2,Nantes
Ligue 1,2023-2024,07.10.2023,Metz,0-1,Nice
Ligue 1,2023-2024,07.10.2023,Reims,1-3,Monaco
Ligue 1,2023-2024,08.10.2023,Marsilya,3-0,Le Havre
Ligue 1,2023-2024,08.10.2023,Lyon,3-3,Lorient
Ligue 1,2023-2024,08.10.2023,Brest,1-1,Toulouse
Ligue 1,2023-2024,08.10.2023,Lens,1-1,Lille
Ligue 1,2023-2024,08.10.2023,Rennes,1-3,PSG
Ligue 1,2023-2024,20.10.2023,Le Havre,0-0,Lens
Ligue 1,2023-2024,21.10.2023,PSG,3-0,Strasbourg
Ligue 1,2023-2024,21.10.2023,Nice,1-0,Marsilya
Ligue 1,2023-2024,22.10.2023,Lorient,2-1,Rennes
Ligue 1,2023-2024,22.10.2023,Toulouse,1-1,Reims
Ligue 1,2023-2024,22.10.2023,Lille,1-0,Brest
Ligue 1,2023-2024,22.10.2023,Nantes,2-0,Montpellier
Ligue 1,2023-2024,22.10.2023,Monaco,2-1,Metz
Ligue 1,2023-2024,22.10.2023,Lyon,1-2,Clermont
Ligue 1,2023-2024,27.10.2023,Clermont,0-1,Nice
Ligue 1,2023-2024,28.10.2023,Reims,1-0,Lorient
Ligue 1,2023-2024,28.10.2023,Lens,4-0,Nantes
Ligue 1,2023-2024,29.10.2023,Brest,2-3,PSG
Ligue 1,2023-2024,29.10.2023,Lille,2-0,Monaco
Ligue 1,2023-2024,29.10.2023,Metz,0-0,Le Havre
Ligue 1,2023-2024,29.10.2023,Montpellier,3-0,Toulouse
Ligue 1,2023-2024,29.10.2023,Rennes,1-1,Strasbourg
Ligue 1,2023-2024,03.11.2023,PSG,3-0,Montpellier
Ligue 1,2023-2024,04.11.2023,Lorient,0-0,Lens
Ligue 1,2023-2024,04.11.2023,Marsilya,0-0,Lille
Ligue 1,2023-2024,05.11.2023,Lyon,1-1,Metz
Ligue 1,2023-2024,05.11.2023,Strasbourg,0-0,Clermont
Ligue 1,2023-2024,05.11.2023,Toulouse,1-2,Le Havre
Ligue 1,2023-2024,05.11.2023,Nantes,0-1,Reims
Ligue 1,2023-2024,05.11.2023,Monaco,2-0,Brest
Ligue 1,2023-2024,05.11.2023,Nice,2-0,Rennes
Ligue 1,2023-2024,10.11.2023,Montpellier,0-0,Nice
Ligue 1,2023-2024,11.11.2023,Reims,0-3,PSG
Ligue 1,2023-2024,11.11.2023,Le Havre,0-0,Monaco
Ligue 1,2023-2024,12.11.2023,Lille,1-1,Toulouse
Ligue 1,2023-2024,12.11.2023,Clermont,1-0,Lorient
Ligue 1,2023-2024,12.11.2023,Metz,3-1,Nantes
Ligue 1,2023-2024,12.11.2023,Rennes,0-1,Lyon
Ligue 1,2023-2024,12.11.2023,Lens,1-0,Marsilya
Ligue 1,2023-2024,24.11.2023,PSG,5-2,Monaco
Ligue 1,2023-2024,25.11.2023,Clermont,0-3,Lens
Ligue 1,2023-2024,25.11.2023,Strasbourg,1-1,Marsilya
Ligue 1,2023-2024,26.11.2023,Nice,1-0,Toulouse
Ligue 1,2023-2024,26.11.2023,Lorient,2-3,Metz
Ligue 1,2023-2024,26.11.2023,Nantes,0-0,Le Havre
Ligue 1,2023-2024,26.11.2023,Montpellier,1-3,Brest
Ligue 1,2023-2024,26.11.2023,Rennes,3-1,Reims
Ligue 1,2023-2024,26.11.2023,Lyon,0-2,Lille
Ligue 1,2023-2024,29.11.2023,Montpellier,1-1,Clermont
Ligue 1,2023-2024,01.12.2023,Reims,2-1,Strasbourg
Ligue 1,2023-2024,02.12.2023,Lens,3-2,Lyon
Ligue 1,2023-2024,02.12.2023,Nantes,1-0,Nice
Ligue 1,2023-2024,03.12.2023,Le Havre,0-2,PSG
Ligue 1,2023-2024,03.12.2023,Toulouse,1-1,Lorient
Ligue 1,2023-2024,03.12.2023,Monaco,2-0,Montpellier
Ligue 1,2023-2024,03.12.2023,Brest,3-0,Clermont
Ligue 1,2023-2024,03.12.2023,Lille,2-0,Metz
Ligue 1,2023-2024,03.12.2023,Marsilya,2-0,Rennes
Ligue 1,2023-2024,06.12.2023,Marsilya,3-0,Lyon
Ligue 1,2023-2024,07.12.2023,Brest,1-1,Strasbourg
Ligue 1,2023-2024,08.12.2023,Montpellier,0-0,Lens
Ligue 1,2023-2024,09.12.2023,Rennes,1-2,Monaco
Ligue 1,2023-2024,09.12.2023,PSG,2-1,Nantes
Ligue 1,2023-2024,10.12.2023,Nice,2-1,Reims
Ligue 1,2023-2024,10.12.2023,Strasbourg,2-1,Le Havre
Ligue 1,2023-2024,10.12.2023,Clermont,0-0,Lille
Ligue 1,2023-2024,10.12.2023,Metz,0-1,Brest
Ligue 1,2023-2024,10.12.2023,Lyon,3-0,Toulouse
Ligue 1,2023-2024,10.12.2023,Lorient,2-4,Marsilya
Ligue 1,2023-2024,15.12.2023,Monaco,0-1,Lyon
Ligue 1,2023-2024,16.12.2023,Le Havre,3-1,Nice
Ligue 1,2023-2024,16.12.2023,Lens,2-0,Reims
Ligue 1,2023-2024,17.12.2023,Nantes,0-2,Brest
Ligue 1,2023-2024,17.12.2023,Toulouse,0-0,Rennes
Ligue 1,2023-2024,17.12.2023,Lorient,1-2,Strasbourg
Ligue 1,2023-2024,17.12.2023,Metz,0-1,Montpellier
Ligue 1,2023-2024,17.12.2023,Marsilya,2-1,Clermont
Ligue 1,2023-2024,17.12.2023,Lille,1-1,PSG
Ligue 1,2023-2024,20.12.2023,PSG,3-1,Metz
Ligue 1,2023-2024,20.12.2023,Strasbourg,2-1,Lille
Ligue 1,2023-2024,20.12.2023,Toulouse,1-2,Monaco
Ligue 1,2023-2024,20.12.2023,Lyon,1-0,Nantes
Ligue 1,2023-2024,20.12.2023,Nice,2-0,Lens
Ligue 1,2023-2024,20.12.2023,Clermont,1-3,Rennes
Ligue 1,2023-2024,20.12.2023,Reims,1-0,Le Havre
Ligue 1,2023-2024,20.12.2023,Montpellier,1-1,Marsilya
Ligue 1,2023-2024,20.12.2023,Brest,4-0,Lorient
Ligue 1,2023-2024,12.01.2024,Marsilya,1-1,Strasbourg
Ligue 1,2023-2024,13.01.2024,Monaco,1-3,Reims
Ligue 1,2023-2024,13.01.2024,Rennes,2-0,Nice
Ligue 1,2023-2024,14.01.2024,Lille,3-0,Lorient
Ligue 1,2023-2024,14.01.2024,Nantes,1-2,Clermont
Ligue 1,2023-2024,14.01.2024,Metz,0-1,Toulouse
Ligue 1,2023-2024,14.01.2024,Brest,2-0,Montpellier
Ligue 1,2023-2024,14.01.2024,Le Havre,3-1,Lyon
Ligue 1,2023-2024,14.01.2024,Lens,0-2,PSG
Ligue 1,2023-2024,26.01.2024,Lyon,2-3,Rennes
Ligue 1,2023-2024,27.01.2024,Nice,1-0,Metz
Ligue 1,2023-2024,27.01.2024,Marsilya,2-2,Monaco
Ligue 1,2023-2024,28.01.2024,Montpellier,0-0,Lille
Ligue 1,2023-2024,28.01.2024,Lorient,3-3,Le Havre
Ligue 1,2023-2024,28.01.2024,Clermont,1-1,Strasbourg
Ligue 1,2023-2024,28.01.2024,Reims,0-0,Nantes
Ligue 1,2023-2024,28.01.2024,Toulouse,0-2,Lens
Ligue 1,2023-2024,28.01.2024,PSG,2-2,Brest
Ligue 1,2023-2024,02.02.2024,Strasbourg,1-2,PSG
Ligue 1,2023-2024,03.02.2024,Rennes,2-1,Montpellier
Ligue 1,2023-2024,03.02.2024,Nantes,0-1,Lens
Ligue 1,2023-2024,04.02.2024,Monaco,1-1,Le Havre
Ligue 1,2023-2024,04.02.2024,Lille,4-0,Clermont
Ligue 1,2023-2024,04.02.2024,Reims,2-3,Toulouse
Ligue 1,2023-2024,04.02.2024,Metz,1-2,Lorient
Ligue 1,2023-2024,04.02.2024,Brest,0-0,Nice
Ligue 1,2023-2024,04.02.2024,Lyon,1-0,Marsilya
Ligue 1,2023-2024,09.02.2024,Marsilya,1-1,Metz
Ligue 1,2023-2024,10.02.2024,Lens,3-1,Strasbourg
Ligue 1,2023-2024,10.02.2024,PSG,3-1,Lille
Ligue 1,2023-2024,11.02.2024,Le Havre,0-1,Rennes
Ligue 1,2023-2024,11.02.2024,Toulouse,1-2,Nantes
Ligue 1,2023-2024,11.02.2024,Lorient,2-0,Reims
Ligue 1,2023-2024,11.02.2024,Clermont,1-1,Brest
Ligue 1,2023-2024,11.02.2024,Montpellier,1-2,Lyon
Ligue 1,2023-2024,11.02.2024,Nice,2-3,Monaco
Ligue 1,2023-2024,16.02.2024,Lyon,1-0,Nice
Ligue 1,2023-2024,17.02.2024,Lille,3-0,Le Havre
Ligue 1,2023-2024,17.02.2024,Nantes,0-2,PSG
Ligue 1,2023-2024,18.02.2024,Strasbourg,1-3,Lorient
Ligue 1,2023-2024,18.02.2024,Rennes,3-1,Clermont
Ligue 1,2023-2024,18.02.2024,Monaco,1-2,Toulouse
Ligue 1,2023-2024,18.02.2024,Montpellier,3-0,Metz
Ligue 1,2023-2024,18.02.2024,Reims,1-1,Lens
Ligue 1,2023-2024,18.02.2024,Brest,1-0,Marsilya
Ligue 1,2023-2024,23.02.2024,Metz,1-2,Lyon
Ligue 1,2023-2024,24.02.2024,Lorient,0-1,Nantes
Ligue 1,2023-2024,24.02.2024,Strasbourg,0-3,Brest
Ligue 1,2023-2024,25.02.2024,Lens,2-3,Monaco
Ligue 1,2023-2024,25.02.2024,Toulouse,3-1,Lille
Ligue 1,2023-2024,25.02.2024,Nice,0-0,Clermont
Ligue 1,2023-2024,25.02.2024,Le Havre,1-2,Reims
Ligue 1,2023-2024,25.02.2024,PSG,1-1,Rennes
Ligue 1,2023-2024,25.02.2024,Marsilya,4-1,Montpellier
Ligue 1,2023-2024,01.03.2024,Monaco,0-0,PSG
Ligue 1,2023-2024,02.03.2024,Reims,0-1,Lille
Ligue 1,2023-2024,02.03.2024,Clermont,1-5,Marsilya
Ligue 1,2023-2024,03.03.2024,Toulouse,2-1,Nice
Ligue 1,2023-2024,03.03.2024,Nantes,0-2,Metz
Ligue 1,2023-2024,03.03.2024,Montpellier,2-2,Strasbourg
Ligue 1,2023-2024,03.03.2024,Brest,1-0,Le Havre
Ligue 1,2023-2024,03.03.2024,Rennes,1-2,Lorient
Ligue 1,2023-2024,03.03.2024,Lyon,0-3,Lens
Ligue 1,2023-2024,08.03.2024,Nice,1-2,Montpellier
Ligue 1,2023-2024,09.03.2024,Lorient,0-2,Lyon
Ligue 1,2023-2024,09.03.2024,Lens,1-0,Brest
Ligue 1,2023-2024,10.03.2024,PSG,2-2,Reims
Ligue 1,2023-2024,10.03.2024,Strasbourg,0-1,Monaco
Ligue 1,2023-2024,10.03.2024,Le Havre,1-0,Toulouse
Ligue 1,2023-2024,10.03.2024,Metz,1-0,Clermont
Ligue 1,2023-2024,10.03.2024,Lille,2-2,Rennes
Ligue 1,2023-2024,10.03.2024,Marsilya,2-0,Nantes
Ligue 1,2023-2024,15.03.2024,Toulouse,2-3,Lyon
Ligue 1,2023-2024,16.03.2024,Nantes,1-3,Strasbourg
Ligue 1,2023-2024,16.03.2024,Lens,1-3,Nice
Ligue 1,2023-2024,17.03.2024,Brest,1-1,Lille
Ligue 1,2023-2024,17.03.2024,Monaco,2-2,Lorient
Ligue 1,2023-2024,17.03.2024,Clermont,2-1,Le Havre
Ligue 1,2023-2024,17.03.2024,Reims,2-1,Metz
Ligue 1,2023-2024,17.03.2024,Rennes,2-0,Marsilya
Ligue 1,2023-2024,17.03.2024,Montpellier,2-6,PSG
Ligue 1,2023-2024,29.03.2024,Lille,2-1,Lens
Ligue 1,2023-2024,30.03.2024,Metz,2-5,Monaco
Ligue 1,2023-2024,30.03.2024,Lyon,1-1,Reims
Ligue 1,2023-2024,31.03.2024,Lorient,0-1,Brest
Ligue 1,2023-2024,31.03.2024,Nice,1-2,Nantes
Ligue 1,2023-2024,31.03.2024,Clermont,0-3,Toulouse
Ligue 1,2023-2024,31.03.2024,Le Havre,0-2,Montpellier
Ligue 1,2023-2024,31.03.2024,Strasbourg,2-0,Rennes
Ligue 1,2023-2024,31.03.2024,Marsilya,0-2,PSG
Ligue 1,2023-2024,05.04.2024,Lille,3-1,Marsilya
Ligue 1,2023-2024,06.04.2024,Lens,1-1,Le Havre
Ligue 1,2023-2024,06.04.2024,PSG,1-1,Clermont
Ligue 1,2023-2024,07.04.2024,Brest,4-3,Metz
Ligue 1,2023-2024,07.04.2024,Toulouse,0-0,Strasbourg
Ligue 1,2023-2024,07.04.2024,Reims,0-0,Nice
Ligue 1,2023-2024,07.04.2024,Montpellier,2-0,Lorient
Ligue 1,2023-2024,07.04.2024,Monaco,1-0,Rennes
Ligue 1,2023-2024,07.04.2024,Nantes,1-3,Lyon
Ligue 1,2023-2024,12.04.2024,Metz,2-1,Lens
Ligue 1,2023-2024,13.04.2024,Strasbourg,3-1,Reims
Ligue 1,2023-2024,13.04.2024,Rennes,1-2,Toulouse
Ligue 1,2023-2024,14.04.2024,Le Havre,0-1,Nantes
Ligue 1,2023-2024,14.04.2024,Clermont,1-1,Montpellier
Ligue 1,2023-2024,14.04.2024,Lyon,4-3,Brest
Ligue 1,2023-2024,19.04.2024,Nice,3-0,Lorient
Ligue 1,2023-2024,20.04.2024,Nantes,0-3,Rennes
Ligue 1,2023-2024,20.04.2024,Lens,1-0,Clermont
Ligue 1,2023-2024,21.04.2024,Lille,1-0,Strasbourg
Ligue 1,2023-2024,21.04.2024,Reims,1-2,Montpellier
Ligue 1,2023-2024,21.04.2024,Le Havre,0-1,Metz
