LeaugePlayed,Season,Date,HomeTeam,Score,AwayTeam
La Liga,2010-2011,06.03.2011,Ath. Bilbao,2-0,Sevilla
La Liga,2010-2011,06.03.2011,R. Santander,1-3,Real Madrid
La Liga,2010-2011,07.03.2011,Deportivo,2-1,R. Sociedad
La Liga,2010-2011,12.03.2011,Almeria,2-2,Atl. Madrid
La Liga,2010-2011,12.03.2011,Real Madrid,2-0,Hercules
La Liga,2010-2011,12.03.2011,Real Zaragoza,4-0,Valencia
La Liga,2010-2011,13.03.2011,Osasuna,3-1,R. Santander
La Liga,2010-2011,13.03.2011,R. Sociedad,0-2,Malaga
La Liga,2010-2011,13.03.2011,Espanyol,2-0,Deportivo
La Liga,2010-2011,13.03.2011,Levante,1-1,Mallorca
La Liga,2010-2011,13.03.2011,Villarreal,1-1,Sporting Gijon
La Liga,2010-2011,13.03.2011,Sevilla,1-1,Barcelona
La Liga,2010-2011,14.03.2011,Getafe,2-2,Ath. Bilbao
La Liga,2010-2011,19.03.2011,Mallorca,1-0,Real Zaragoza
La Liga,2010-2011,19.03.2011,Barcelona,2-1,Getafe
La Liga,2010-2011,19.03.2011,Atl. Madrid,1-2,Real Madrid
La Liga,2010-2011,20.03.2011,Sporting Gijon,1-0,Almeria
La Liga,2010-2011,20.03.2011,Hercules,0-4,Osasuna
La Liga,2010-2011,20.03.2011,R. Santander,2-1,R. Sociedad
La Liga,2010-2011,20.03.2011,Malaga,2-0,Espanyol
La Liga,2010-2011,20.03.2011,Deportivo,0-1,Levante
La Liga,2010-2011,20.03.2011,Ath. Bilbao,0-1,Villarreal
La Liga,2010-2011,20.03.2011,Valencia,0-1,Sevilla
La Liga,2010-2011,02.04.2011,Real Madrid,0-1,Sporting Gijon
La Liga,2010-2011,02.04.2011,Getafe,2-4,Valencia
La Liga,2010-2011,02.04.2011,Villarreal,0-1,Barcelona
La Liga,2010-2011,03.04.2011,R. Sociedad,1-3,Hercules
La Liga,2010-2011,03.04.2011,Espanyol,1-2,R. Santander
La Liga,2010-2011,03.04.2011,Levante,3-1,Malaga
La Liga,2010-2011,03.04.2011,Deportivo,2-1,Mallorca
La Liga,2010-2011,03.04.2011,Sevilla,3-1,Real Zaragoza
La Liga,2010-2011,03.04.2011,Osasuna,2-3,Atl. Madrid
La Liga,2010-2011,04.04.2011,Almeria,1-3,Ath. Bilbao
La Liga,2010-2011,09.04.2011,Ath. Bilbao,0-3,Real Madrid
La Liga,2010-2011,09.04.2011,Barcelona,3-1,Almeria
La Liga,2010-2011,09.04.2011,Mallorca,2-2,Sevilla
La Liga,2010-2011,10.04.2011,Sporting Gijon,1-0,Osasuna
La Liga,2010-2011,10.04.2011,Hercules,0-0,Espanyol
La Liga,2010-2011,10.04.2011,R. Santander,1-1,Levante
La Liga,2010-2011,10.04.2011,Malaga,0-0,Deportivo
La Liga,2010-2011,10.04.2011,Atl. Madrid,3-0,R. Sociedad
La Liga,2010-2011,10.04.2011,Valencia,5-0,Villarreal
La Liga,2010-2011,11.04.2011,Real Zaragoza,2-1,Getafe
La Liga,2010-2011,16.04.2011,Getafe,1-0,Sevilla
La Liga,2010-2011,16.04.2011,Malaga,3-0,Mallorca
La Liga,2010-2011,16.04.2011,Almeria,0-3,Valencia
La Liga,2010-2011,16.04.2011,Real Madrid,1-1,Barcelona
La Liga,2010-2011,17.04.2011,R. Sociedad,2-1,Sporting Gijon
La Liga,2010-2011,17.04.2011,Levante,2-1,Hercules
La Liga,2010-2011,17.04.2011,Deportivo,2-0,R. Santander
La Liga,2010-2011,17.04.2011,Osasuna,1-2,Ath. Bilbao
La Liga,2010-2011,17.04.2011,Espanyol,2-2,Atl. Madrid
La Liga,2010-2011,18.04.2011,Villarreal,1-0,Real Zaragoza
La Liga,2010-2011,23.04.2011,Valencia,3-6,Real Madrid
La Liga,2010-2011,23.04.2011,Barcelona,2-0,Osasuna
La Liga,2010-2011,23.04.2011,Ath. Bilbao,2-1,R. Sociedad
La Liga,2010-2011,24.04.2011,Mallorca,2-0,Getafe
La Liga,2010-2011,24.04.2011,Sporting Gijon,1-0,Espanyol
La Liga,2010-2011,24.04.2011,Hercules,1-0,Deportivo
La Liga,2010-2011,24.04.2011,R. Santander,1-2,Malaga
La Liga,2010-2011,24.04.2011,Atl. Madrid,4-1,Levante
La Liga,2010-2011,24.04.2011,Sevilla,3-2,Villarreal
La Liga,2010-2011,25.04.2011,Real Zaragoza,1-0,Almeria
La Liga,2010-2011,30.04.2011,Real Madrid,2-3,Real Zaragoza
La Liga,2010-2011,30.04.2011,R. Sociedad,2-1,Barcelona
La Liga,2010-2011,30.04.2011,Deportivo,0-1,Atl. Madrid
La Liga,2010-2011,01.05.2011,Almeria,0-1,Sevilla
La Liga,2010-2011,01.05.2011,Levante,0-0,Sporting Gijon
La Liga,2010-2011,01.05.2011,Malaga,3-1,Hercules
La Liga,2010-2011,01.05.2011,R. Santander,2-0,Mallorca
La Liga,2010-2011,01.05.2011,Villarreal,2-1,Getafe
La Liga,2010-2011,01.05.2011,Osasuna,1-0,Valencia
La Liga,2010-2011,02.05.2011,Espanyol,2-1,Ath. Bilbao
La Liga,2010-2011,07.05.2011,Getafe,2-0,Almeria
La Liga,2010-2011,07.05.2011,Valencia,3-0,R. Sociedad
La Liga,2010-2011,07.05.2011,Ath. Bilbao,3-2,Levante
La Liga,2010-2011,07.05.2011,Sporting Gijon,2-2,Deportivo
La Liga,2010-2011,07.05.2011,Hercules,2-3,R. Santander
La Liga,2010-2011,07.05.2011,Atl. Madrid,0-3,Malaga
La Liga,2010-2011,07.05.2011,Sevilla,2-6,Real Madrid
La Liga,2010-2011,08.05.2011,Mallorca,0-0,Villarreal
La Liga,2010-2011,08.05.2011,Barcelona,2-0,Espanyol
La Liga,2010-2011,08.05.2011,Real Zaragoza,1-3,Osasuna
La Liga,2010-2011,10.05.2011,Deportivo,2-1,Ath. Bilbao
La Liga,2010-2011,10.05.2011,Malaga,2-0,Sporting Gijon
La Liga,2010-2011,10.05.2011,R. Santander,2-1,Atl. Madrid
La Liga,2010-2011,10.05.2011,Real Madrid,4-0,Getafe
La Liga,2010-2011,11.05.2011,Almeria,0-0,Villarreal
La Liga,2010-2011,11.05.2011,R. Sociedad,2-1,Real Zaragoza
La Liga,2010-2011,11.05.2011,Levante,1-1,Barcelona
La Liga,2010-2011,11.05.2011,Espanyol,2-2,Valencia
La Liga,2010-2011,11.05.2011,Hercules,2-2,Mallorca
La Liga,2010-2011,11.05.2011,Osasuna,3-2,Sevilla
La Liga,2010-2011,15.05.2011,Almeria,3-1,Mallorca
La Liga,2010-2011,15.05.2011,Villarreal,1-3,Real Madrid
La Liga,2010-2011,15.05.2011,Getafe,2-0,Osasuna
La Liga,2010-2011,15.05.2011,Sevilla,3-1,R. Sociedad
La Liga,2010-2011,15.05.2011,Real Zaragoza,1-0,Espanyol
La Liga,2010-2011,15.05.2011,Valencia,0-0,Levante
La Liga,2010-2011,15.05.2011,Barcelona,0-0,Deportivo
La Liga,2010-2011,15.05.2011,Ath. Bilbao,1-1,Malaga
La Liga,2010-2011,15.05.2011,Sporting Gijon,2-1,R. Santander
La Liga,2010-2011,15.05.2011,Atl. Madrid,2-1,Hercules
La Liga,2010-2011,21.05.2011,Malaga,1-3,Barcelona
La Liga,2010-2011,21.05.2011,Real Madrid,8-1,Almeria
La Liga,2010-2011,21.05.2011,Hercules,0-0,Sporting Gijon
La Liga,2010-2011,21.05.2011,Osasuna,1-0,Villarreal
La Liga,2010-2011,21.05.2011,R. Sociedad,1-1,Getafe
La Liga,2010-2011,21.05.2011,Espanyol,2-3,Sevilla
La Liga,2010-2011,21.05.2011,Levante,1-2,Real Zaragoza
La Liga,2010-2011,21.05.2011,Deportivo,0-2,Valencia
La Liga,2010-2011,21.05.2011,R. Santander,1-2,Ath. Bilbao
La Liga,2010-2011,21.05.2011,Mallorca,3-4,Atl. Madrid
La Liga,2011-2012,21.01.2012,R. Santander,1-2,Getafe
La Liga,2011-2012,21.01.2012,Espanyol,3-0,Granada
La Liga,2011-2012,21.01.2012,R. Sociedad,0-4,Atl. Madrid
La Liga,2011-2012,21.01.2012,Real Betis,1-1,Sevilla
La Liga,2011-2012,22.01.2012,Osasuna,1-1,Valencia
La Liga,2011-2012,22.01.2012,Rayo Vallecano,0-1,Mallorca
La Liga,2011-2012,22.01.2012,Malaga,1-4,Barcelona
La Liga,2011-2012,22.01.2012,Levante,0-0,Real Zaragoza
La Liga,2011-2012,22.01.2012,Real Madrid,4-1,Ath. Bilbao
La Liga,2011-2012,23.01.2012,Villarreal,3-0,Sporting Gijon
La Liga,2011-2012,28.01.2012,Espanyol,1-0,Mallorca
La Liga,2011-2012,28.01.2012,Rayo Vallecano,2-3,Ath. Bilbao
La Liga,2011-2012,28.01.2012,Real Madrid,3-1,Real Zaragoza
La Liga,2011-2012,28.01.2012,Villarreal,0-0,Barcelona
La Liga,2011-2012,29.01.2012,Real Betis,1-2,Granada
La Liga,2011-2012,29.01.2012,R. Sociedad,5-1,Sporting Gijon
La Liga,2011-2012,29.01.2012,Levante,1-2,Getafe
La Liga,2011-2012,29.01.2012,R. Santander,2-2,Valencia
La Liga,2011-2012,29.01.2012,Malaga,2-1,Sevilla
La Liga,2011-2012,30.01.2012,Osasuna,0-1,Atl. Madrid
La Liga,2011-2012,04.02.2012,Mallorca,1-0,Real Betis
La Liga,2011-2012,04.02.2012,Ath. Bilbao,3-3,Espanyol
La Liga,2011-2012,04.02.2012,Levante,1-1,R. Santander
La Liga,2011-2012,04.02.2012,Getafe,0-1,Real Madrid
La Liga,2011-2012,04.02.2012,Barcelona,2-1,R. Sociedad
La Liga,2011-2012,05.02.2012,Sporting Gijon,1-1,Osasuna
La Liga,2011-2012,05.02.2012,Sevilla,1-2,Villarreal
La Liga,2011-2012,05.02.2012,Real Zaragoza,1-2,Rayo Vallecano
La Liga,2011-2012,05.02.2012,Atl. Madrid,0-0,Valencia
La Liga,2011-2012,06.02.2012,Granada,2-1,Malaga
La Liga,2011-2012,11.02.2012,R. Santander,0-0,Atl. Madrid
La Liga,2011-2012,11.02.2012,Osasuna,3-2,Barcelona
La Liga,2011-2012,11.02.2012,Real Betis,2-1,Ath. Bilbao
La Liga,2011-2012,12.02.2012,Espanyol,0-2,Real Zaragoza
La Liga,2011-2012,12.02.2012,Malaga,3-1,Mallorca
La Liga,2011-2012,12.02.2012,Rayo Vallecano,2-0,Getafe
La Liga,2011-2012,12.02.2012,Valencia,4-0,Sporting Gijon
La Liga,2011-2012,12.02.2012,Villarreal,3-1,Granada
La Liga,2011-2012,12.02.2012,Real Madrid,4-2,Levante
La Liga,2011-2012,13.02.2012,R. Sociedad,2-0,Sevilla
La Liga,2011-2012,18.02.2012,Getafe,1-1,Espanyol
La Liga,2011-2012,18.02.2012,Real Madrid,4-0,R. Santander
La Liga,2011-2012,18.02.2012,Sevilla,2-0,Osasuna
La Liga,2011-2012,19.02.2012,Granada,4-1,R. Sociedad
La Liga,2011-2012,19.02.2012,Ath. Bilbao,3-0,Malaga
La Liga,2011-2012,19.02.2012,Sporting Gijon,1-1,Atl. Madrid
La Liga,2011-2012,19.02.2012,Mallorca,4-0,Villarreal
La Liga,2011-2012,19.02.2012,Levante,3-5,Rayo Vallecano
La Liga,2011-2012,19.02.2012,Barcelona,5-1,Valencia
La Liga,2011-2012,20.02.2012,Real Zaragoza,0-2,Real Betis
La Liga,2011-2012,25.02.2012,R. Santander,1-1,Sporting Gijon
La Liga,2011-2012,25.02.2012,Real Betis,1-1,Getafe
La Liga,2011-2012,25.02.2012,Malaga,5-1,Real Zaragoza
La Liga,2011-2012,25.02.2012,Espanyol,1-2,Levante
La Liga,2011-2012,26.02.2012,Villarreal,2-2,Ath. Bilbao
La Liga,2011-2012,26.02.2012,Rayo Vallecano,0-1,Real Madrid
La Liga,2011-2012,26.02.2012,Valencia,1-2,Sevilla
La Liga,2011-2012,26.02.2012,Osasuna,2-1,Granada
La Liga,2011-2012,26.02.2012,R. Sociedad,1-0,Mallorca
La Liga,2011-2012,26.02.2012,Atl. Madrid,1-2,Barcelona
La Liga,2011-2012,03.03.2012,Mallorca,1-1,Osasuna
La Liga,2011-2012,03.03.2012,Getafe,1-3,Malaga
La Liga,2011-2012,03.03.2012,Rayo Vallecano,4-2,R. Santander
La Liga,2011-2012,03.03.2012,Barcelona,3-1,Sporting Gijon
La Liga,2011-2012,03.03.2012,Sevilla,1-1,Atl. Madrid
La Liga,2011-2012,04.03.2012,Real Zaragoza,2-1,Villarreal
La Liga,2011-2012,04.03.2012,Ath. Bilbao,2-0,R. Sociedad
La Liga,2011-2012,04.03.2012,Granada,0-1,Valencia
La Liga,2011-2012,04.03.2012,Real Madrid,5-0,Espanyol
La Liga,2011-2012,05.03.2012,Levante,3-1,Real Betis
La Liga,2011-2012,10.03.2012,R. Sociedad,3-0,Real Zaragoza
La Liga,2011-2012,10.03.2012,Malaga,1-0,Levante
La Liga,2011-2012,10.03.2012,Sporting Gijon,1-0,Sevilla
La Liga,2011-2012,10.03.2012,Real Betis,2-3,Real Madrid
La Liga,2011-2012,11.03.2012,Atl. Madrid,2-0,Granada
La Liga,2011-2012,11.03.2012,Espanyol,5-1,Rayo Vallecano
La Liga,2011-2012,11.03.2012,Valencia,2-2,Mallorca
La Liga,2011-2012,11.03.2012,R. Santander,0-2,Barcelona
La Liga,2011-2012,11.03.2012,Osasuna,2-1,Ath. Bilbao
La Liga,2011-2012,12.03.2012,Villarreal,1-2,Getafe
La Liga,2011-2012,17.03.2012,Granada,2-1,Sporting Gijon
La Liga,2011-2012,17.03.2012,Real Zaragoza,1-1,Osasuna
La Liga,2011-2012,17.03.2012,Getafe,1-0,R. Sociedad
La Liga,2011-2012,17.03.2012,Sevilla,0-2,Barcelona
La Liga,2011-2012,17.03.2012,Rayo Vallecano,3-0,Real Betis
La Liga,2011-2012,18.03.2012,Levante,1-0,Villarreal
La Liga,2011-2012,18.03.2012,Mallorca,2-1,Atl. Madrid
La Liga,2011-2012,18.03.2012,Ath. Bilbao,0-3,Valencia
La Liga,2011-2012,18.03.2012,Real Madrid,1-1,Malaga
La Liga,2011-2012,19.03.2012,Espanyol,3-1,R. Santander
La Liga,2011-2012,20.03.2012,Osasuna,0-0,Getafe
La Liga,2011-2012,20.03.2012,Barcelona,5-3,Granada
La Liga,2011-2012,21.03.2012,Sporting Gijon,2-3,Mallorca
La Liga,2011-2012,21.03.2012,Atl. Madrid,2-1,Ath. Bilbao
La Liga,2011-2012,21.03.2012,Valencia,1-2,Real Zaragoza
La Liga,2011-2012,21.03.2012,R. Sociedad,1-3,Levante
La Liga,2011-2012,21.03.2012,Villarreal,1-1,Real Madrid
La Liga,2011-2012,22.03.2012,R. Santander,0-3,Sevilla
La Liga,2011-2012,22.03.2012,Real Betis,1-1,Espanyol
La Liga,2011-2012,22.03.2012,Malaga,4-2,Rayo Vallecano
La Liga,2011-2012,24.03.2012,Mallorca,0-2,Barcelona
La Liga,2011-2012,24.03.2012,Real Madrid,5-1,R. Sociedad
La Liga,2011-2012,24.03.2012,Getafe,3-1,Valencia
La Liga,2011-2012,25.03.2012,Real Zaragoza,1-0,Atl. Madrid
La Liga,2011-2012,25.03.2012,Levante,0-2,Osasuna
La Liga,2011-2012,25.03.2012,Espanyol,1-2,Malaga
La Liga,2011-2012,25.03.2012,Ath. Bilbao,1-1,Sporting Gijon
La Liga,2011-2012,25.03.2012,Rayo Vallecano,0-2,Villarreal
La Liga,2011-2012,25.03.2012,Real Betis,1-1,R. Santander
La Liga,2011-2012,26.03.2012,Granada,0-3,Sevilla
La Liga,2011-2012,31.03.2012,R. Santander,0-1,Granada
La Liga,2011-2012,31.03.2012,Sporting Gijon,1-2,Real Zaragoza
La Liga,2011-2012,31.03.2012,Osasuna,1-5,Real Madrid
La Liga,2011-2012,31.03.2012,Barcelona,2-0,Ath. Bilbao
La Liga,2011-2012,31.03.2012,Malaga,0-2,Real Betis
La Liga,2011-2012,01.04.2012,Atl. Madrid,3-0,Getafe
La Liga,2011-2012,01.04.2012,Valencia,1-1,Levante
La Liga,2011-2012,01.04.2012,R. Sociedad,4-0,Rayo Vallecano
La Liga,2011-2012,01.04.2012,Villarreal,0-0,Espanyol
La Liga,2011-2012,02.04.2012,Sevilla,3-1,Mallorca
La Liga,2011-2012,07.04.2012,Getafe,2-0,Sporting Gijon
La Liga,2011-2012,07.04.2012,Rayo Vallecano,6-0,Osasuna
La Liga,2011-2012,07.04.2012,Espanyol,2-2,R. Sociedad
La Liga,2011-2012,07.04.2012,Real Zaragoza,1-4,Barcelona
La Liga,2011-2012,07.04.2012,Real Betis,3-1,Villarreal
La Liga,2011-2012,08.04.2012,Levante,2-0,Atl. Madrid
La Liga,2011-2012,08.04.2012,Mallorca,0-0,Granada
La Liga,2011-2012,08.04.2012,Ath. Bilbao,1-0,Sevilla
La Liga,2011-2012,08.04.2012,Real Madrid,0-0,Valencia
La Liga,2011-2012,09.04.2012,Malaga,3-0,R. Santander
La Liga,2011-2012,10.04.2012,Osasuna,2-0,Espanyol
La Liga,2011-2012,10.04.2012,R. Sociedad,1-1,Real Betis
La Liga,2011-2012,10.04.2012,Barcelona,4-0,Getafe
La Liga,2011-2012,11.04.2012,Granada,2-2,Ath. Bilbao
La Liga,2011-2012,11.04.2012,Sporting Gijon,3-2,Levante
La Liga,2011-2012,11.04.2012,Valencia,4-1,Rayo Vallecano
La Liga,2011-2012,11.04.2012,Atl. Madrid,1-4,Real Madrid
La Liga,2011-2012,12.04.2012,Villarreal,2-1,Malaga
La Liga,2011-2012,12.04.2012,R. Santander,0-3,Mallorca
La Liga,2011-2012,12.04.2012,Sevilla,3-0,Real Zaragoza
La Liga,2011-2012,14.04.2012,Real Madrid,3-1,Sporting Gijon
La Liga,2011-2012,14.04.2012,Levante,1-2,Barcelona
La Liga,2011-2012,15.04.2012,Espanyol,4-0,Valencia
La Liga,2011-2012,15.04.2012,Real Zaragoza,1-0,Granada
La Liga,2011-2012,15.04.2012,Real Betis,1-0,Osasuna
La Liga,2011-2012,15.04.2012,Malaga,1-1,R. Sociedad
La Liga,2011-2012,15.04.2012,Villarreal,1-1,R. Santander
La Liga,2011-2012,15.04.2012,Ath. Bilbao,1-0,Mallorca
La Liga,2011-2012,15.04.2012,Rayo Vallecano,0-1,Atl. Madrid
La Liga,2011-2012,16.04.2012,Getafe,5-1,Sevilla
La Liga,2011-2012,21.04.2012,Mallorca,1-0,Real Zaragoza
La Liga,2011-2012,21.04.2012,Sporting Gijon,2-1,Rayo Vallecano
La Liga,2011-2012,21.04.2012,Barcelona,1-2,Real Madrid
La Liga,2011-2012,21.04.2012,Sevilla,1-1,Levante
La Liga,2011-2012,22.04.2012,Granada,1-0,Getafe
La Liga,2011-2012,22.04.2012,R. Sociedad,1-1,Villarreal
La Liga,2011-2012,22.04.2012,R. Santander,0-1,Ath. Bilbao
La Liga,2011-2012,22.04.2012,Atl. Madrid,3-1,Espanyol
La Liga,2011-2012,22.04.2012,Valencia,4-0,Real Betis
La Liga,2011-2012,23.04.2012,Osasuna,1-1,Malaga
La Liga,2011-2012,28.04.2012,Getafe,1-3,Mallorca
La Liga,2011-2012,28.04.2012,Levante,3-1,Granada
La Liga,2011-2012,28.04.2012,Espanyol,0-3,Sporting Gijon
La Liga,2011-2012,28.04.2012,R. Sociedad,3-0,R. Santander
La Liga,2011-2012,28.04.2012,Villarreal,1-1,Osasuna
La Liga,2011-2012,29.04.2012,Real Madrid,3-0,Sevilla
La Liga,2011-2012,29.04.2012,Real Zaragoza,2-0,Ath. Bilbao
La Liga,2011-2012,29.04.2012,Malaga,1-0,Valencia
La Liga,2011-2012,29.04.2012,Real Betis,2-2,Atl. Madrid
La Liga,2011-2012,29.04.2012,Rayo Vallecano,0-7,Barcelona
La Liga,2011-2012,01.05.2012,Getafe,1-1,R. Santander
La Liga,2011-2012,01.05.2012,Granada,2-1,Espanyol
La Liga,2011-2012,01.05.2012,Sporting Gijon,2-3,Villarreal
La Liga,2011-2012,02.05.2012,Atl. Madrid,1-1,R. Sociedad
La Liga,2011-2012,02.05.2012,Barcelona,4-1,Malaga
La Liga,2011-2012,02.05.2012,Sevilla,1-2,Real Betis
La Liga,2011-2012,02.05.2012,Mallorca,1-0,Rayo Vallecano
La Liga,2011-2012,02.05.2012,Real Zaragoza,1-0,Levante
La Liga,2011-2012,02.05.2012,Valencia,4-0,Osasuna
La Liga,2011-2012,02.05.2012,Ath. Bilbao,0-3,Real Madrid
La Liga,2011-2012,05.05.2012,Real Zaragoza,2-1,R. Santander
La Liga,2011-2012,05.05.2012,Ath. Bilbao,0-0,Getafe
La Liga,2011-2012,05.05.2012,Mallorca,1-0,Levante
La Liga,2011-2012,05.05.2012,Granada,1-2,Real Madrid
La Liga,2011-2012,05.05.2012,Sevilla,5-2,Rayo Vallecano
La Liga,2011-2012,05.05.2012,Barcelona,4-0,Espanyol
La Liga,2011-2012,05.05.2012,Sporting Gijon,2-1,Real Betis
La Liga,2011-2012,05.05.2012,Atl. Madrid,2-1,Malaga
La Liga,2011-2012,05.05.2012,Valencia,1-0,Villarreal
La Liga,2011-2012,05.05.2012,Osasuna,1-0,R. Sociedad
La Liga,2011-2012,12.05.2012,R. Sociedad,1-0,Valencia
La Liga,2011-2012,12.05.2012,Real Betis,2-2,Barcelona
La Liga,2011-2012,13.05.2012,Getafe,0-2,Real Zaragoza
La Liga,2011-2012,13.05.2012,Levante,3-0,Ath. Bilbao
La Liga,2011-2012,13.05.2012,Real Madrid,4-1,Mallorca
La Liga,2011-2012,13.05.2012,Rayo Vallecano,1-0,Granada
La Liga,2011-2012,13.05.2012,Espanyol,1-1,Sevilla
La Liga,2011-2012,13.05.2012,Malaga,1-0,Sporting Gijon
La Liga,2011-2012,13.05.2012,Villarreal,0-1,Atl. Madrid
La Liga,2011-2012,13.05.2012,R. Santander,2-4,Osasuna
La Liga,2011-2012,27.08.2011,Sporting Gijon,1-2,R. Sociedad
La Liga,2011-2012,27.08.2011,Valencia,4-3,R. Santander
La Liga,2011-2012,27.08.2011,Granada,0-1,Real Betis
La Liga,2011-2012,28.08.2011,Atl. Madrid,0-0,Osasuna
La Liga,2011-2012,28.08.2011,Ath. Bilbao,1-1,Rayo Vallecano
La Liga,2011-2012,28.08.2011,Mallorca,1-0,Espanyol
La Liga,2011-2012,28.08.2011,Getafe,1-1,Levante
La Liga,2011-2012,28.08.2011,Real Zaragoza,0-6,Real Madrid
La Liga,2011-2012,28.08.2011,Sevilla,2-1,Malaga
La Liga,2011-2012,29.08.2011,Barcelona,5-0,Villarreal
La Liga,2011-2012,10.09.2011,R. Sociedad,2-2,Barcelona
La Liga,2011-2012,10.09.2011,Villarreal,2-2,Sevilla
La Liga,2011-2012,10.09.2011,Real Madrid,4-2,Getafe
La Liga,2011-2012,10.09.2011,Valencia,1-0,Atl. Madrid
La Liga,2011-2012,11.09.2011,Real Betis,1-0,Mallorca
La Liga,2011-2012,11.09.2011,R. Santander,0-0,Levante
La Liga,2011-2012,11.09.2011,Osasuna,2-1,Sporting Gijon
La Liga,2011-2012,11.09.2011,Rayo Vallecano,0-0,Real Zaragoza
La Liga,2011-2012,11.09.2011,Espanyol,2-1,Ath. Bilbao
La Liga,2011-2012,12.09.2011,Malaga,4-0,Granada
La Liga,2011-2012,17.09.2011,Sporting Gijon,0-1,Valencia
La Liga,2011-2012,17.09.2011,Granada,1-0,Villarreal
La Liga,2011-2012,17.09.2011,Mallorca,0-1,Malaga
La Liga,2011-2012,17.09.2011,Barcelona,8-0,Osasuna
La Liga,2011-2012,17.09.2011,Sevilla,1-0,R. Sociedad
La Liga,2011-2012,18.09.2011,Getafe,0-1,Rayo Vallecano
La Liga,2011-2012,18.09.2011,Real Zaragoza,2-1,Espanyol
La Liga,2011-2012,18.09.2011,Atl. Madrid,4-0,R. Santander
La Liga,2011-2012,18.09.2011,Levante,1-0,Real Madrid
La Liga,2011-2012,18.09.2011,Ath. Bilbao,2-3,Real Betis
La Liga,2011-2012,20.09.2011,Osasuna,0-0,Sevilla
La Liga,2011-2012,20.09.2011,R. Sociedad,1-0,Granada
La Liga,2011-2012,20.09.2011,Villarreal,2-0,Mallorca
La Liga,2011-2012,21.09.2011,Atl. Madrid,4-0,Sporting Gijon
La Liga,2011-2012,21.09.2011,Malaga,1-0,Ath. Bilbao
La Liga,2011-2012,21.09.2011,Rayo Vallecano,1-2,Levante
La Liga,2011-2012,21.09.2011,R. Santander,0-0,Real Madrid
La Liga,2011-2012,21.09.2011,Valencia,2-2,Barcelona
La Liga,2011-2012,22.09.2011,Espanyol,1-0,Getafe
La Liga,2011-2012,22.09.2011,Real Betis,4-3,Real Zaragoza
La Liga,2011-2012,24.09.2011,Sevilla,1-0,Valencia
La Liga,2011-2012,24.09.2011,Ath. Bilbao,1-1,Villarreal
La Liga,2011-2012,24.09.2011,Real Madrid,6-2,Rayo Vallecano
La Liga,2011-2012,24.09.2011,Barcelona,5-0,Atl. Madrid
La Liga,2011-2012,25.09.2011,Mallorca,2-1,R. Sociedad
La Liga,2011-2012,25.09.2011,Levante,3-1,Espanyol
La Liga,2011-2012,25.09.2011,Granada,1-1,Osasuna
La Liga,2011-2012,25.09.2011,Sporting Gijon,0-0,R. Santander
La Liga,2011-2012,25.09.2011,Real Zaragoza,0-0,Malaga
La Liga,2011-2012,26.09.2011,Getafe,1-0,Real Betis
La Liga,2011-2012,01.10.2011,Osasuna,2-2,Mallorca
La Liga,2011-2012,01.10.2011,Villarreal,2-2,Real Zaragoza
La Liga,2011-2012,01.10.2011,R. Santander,1-1,Rayo Vallecano
La Liga,2011-2012,01.10.2011,Valencia,1-0,Granada
La Liga,2011-2012,01.10.2011,Malaga,3-2,Getafe
La Liga,2011-2012,02.10.2011,R. Sociedad,1-2,Ath. Bilbao
La Liga,2011-2012,02.10.2011,Real Betis,0-1,Levante
La Liga,2011-2012,02.10.2011,Atl. Madrid,0-0,Sevilla
La Liga,2011-2012,02.10.2011,Sporting Gijon,0-1,Barcelona
La Liga,2011-2012,02.10.2011,Espanyol,0-4,Real Madrid
La Liga,2011-2012,15.10.2011,Mallorca,1-1,Valencia
La Liga,2011-2012,15.10.2011,Getafe,0-0,Villarreal
La Liga,2011-2012,15.10.2011,Real Madrid,4-1,Real Betis
La Liga,2011-2012,15.10.2011,Barcelona,3-0,R. Santander
La Liga,2011-2012,15.10.2011,Granada,0-0,Atl. Madrid
La Liga,2011-2012,16.10.2011,Rayo Vallecano,0-1,Espanyol
La Liga,2011-2012,16.10.2011,Real Zaragoza,2-0,R. Sociedad
La Liga,2011-2012,16.10.2011,Levante,3-0,Malaga
La Liga,2011-2012,16.10.2011,Sevilla,2-1,Sporting Gijon
La Liga,2011-2012,17.10.2011,Ath. Bilbao,3-1,Osasuna
La Liga,2011-2012,22.10.2011,Sporting Gijon,2-0,Granada
La Liga,2011-2012,22.10.2011,R. Santander,0-1,Espanyol
La Liga,2011-2012,22.10.2011,Malaga,0-4,Real Madrid
La Liga,2011-2012,22.10.2011,Barcelona,0-0,Sevilla
La Liga,2011-2012,23.10.2011,Real Betis,0-2,Rayo Vallecano
La Liga,2011-2012,23.10.2011,R. Sociedad,0-0,Getafe
La Liga,2011-2012,23.10.2011,Atl. Madrid,1-1,Mallorca
La Liga,2011-2012,23.10.2011,Osasuna,3-0,Real Zaragoza
La Liga,2011-2012,23.10.2011,Valencia,1-1,Ath. Bilbao
La Liga,2011-2012,23.10.2011,Villarreal,0-3,Levante
La Liga,2011-2012,25.10.2011,Granada,0-1,Barcelona
La Liga,2011-2012,25.10.2011,Sevilla,2-2,R. Santander
La Liga,2011-2012,26.10.2011,Real Zaragoza,0-1,Valencia
La Liga,2011-2012,26.10.2011,Getafe,2-2,Osasuna
