Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2005-2006,02.04.2006,Schalke 04       0,2     Hamburg
2005-2006,08.04.2006,Kaiserslautern       0,2     Hertha Berlin
2005-2006,09.04.2006,Hamburg       2,0     M'gladbach
2005-2006,15.04.2006,Duisburg       0,2     Hamburg
2005-2006,16.04.2006,Nürnberg       3,2     Kaiserslautern
2005-2006,22.04.2006,M'gladbach       2,2     Hertha Berlin
2005-2006,23.04.2006,Werder Bremen       0,0     Schalke 04
2005-2006,02.05.2006,Köln       0,1     Hamburg
2005-2006,03.05.2006,E. Frankfurt       2,2     Kaiserslautern
2005-2006,06.05.2006,Hertha Berlin       4,2     Hamburg
2005-2006,13.05.2006,Nürnberg       2,1     Hertha Berlin
2006-2007,11.08.2006,Bayern Münih       2,0     B. Dortmund
2006-2007,12.08.2006,Hamburg       1,1     A. Bielefeld
2006-2007,13.08.2006,Hannover 96       2,4     Werder Bremen
2006-2007,18.08.2006,Nürnberg       1,0     M'gladbach
2006-2007,19.08.2006,Werder Bremen       2,1     B. Leverkusen
2006-2007,20.08.2006,A. Bielefeld       2,3     Stuttgart
2006-2007,25.08.2006,Schalke 04       2,0     Werder Bremen
2006-2007,26.08.2006,Bayern Münih       0,0     Nürnberg
2006-2007,27.08.2006,Hamburg       1,1     Hertha Berlin
2006-2007,15.09.2006,Wolfsburg       1,2     Hannover 96
2006-2007,16.09.2006,Werder Bremen       2,3     Stuttgart
2006-2007,17.09.2006,Hertha Berlin       2,0     Schalke 04
2006-2007,22.09.2006,M'gladbach       1,0     B. Dortmund
2006-2007,23.09.2006,Bayern Münih       2,1     A. Aachen
2006-2007,24.09.2006,Bochum       2,1     A. Bielefeld
2006-2007,29.09.2006,B. Dortmund       2,2     Hannover 96
2006-2007,30.09.2006,Werder Bremen       3,0     M'gladbach
2006-2007,01.10.2006,B. Leverkusen       3,1     Schalke 04
2006-2007,13.10.2006,Mainz       1,3     A. Aachen
2006-2007,14.10.2006,Bayern Münih       4,2     Hertha Berlin
2006-2007,15.10.2006,Nürnberg       1,1     A. Bielefeld
2006-2007,20.10.2006,B. Dortmund       1,1     Bochum
2006-2007,21.10.2006,Werder Bremen       3,1     Bayern Münih
2006-2007,22.10.2006,B. Leverkusen       1,2     Hamburg
2006-2007,27.10.2006,Mainz       1,6     Werder Bremen
2006-2007,28.10.2006,Bayern Münih       2,0     E. Frankfurt
2006-2007,29.10.2006,Stuttgart       3,0     Schalke 04
2006-2007,03.11.2006,Hannover 96       0,2     Bochum
2006-2007,04.11.2006,Werder Bremen       1,1     E. Cottbus
2006-2007,05.11.2006,Schalke 04       2,2     Bayern Münih
2006-2007,07.11.2006,B. Dortmund       0,0     A. Aachen
2006-2007,08.11.2006,Bayern Münih       0,1     Hannover 96
2006-2007,10.11.2006,Werder Bremen       1,3     B. Dortmund
2006-2007,11.11.2006,Hamburg       1,1     M'gladbach
2006-2007,12.11.2006,Hannover 96       1,2     Stuttgart
2006-2007,17.11.2006,Bochum       4,3     E. Frankfurt
2006-2007,18.11.2006,Bayern Münih       2,1     Stuttgart
2006-2007,19.11.2006,M'gladbach       0,1     Hannover 96
2006-2007,24.11.2006,Schalke 04       2,1     Bochum
2006-2007,25.11.2006,Werder Bremen       3,0     A. Bielefeld
2006-2007,26.11.2006,B. Leverkusen       3,1     E. Cottbus
2006-2007,01.12.2006,Mainz       0,0     Stuttgart
2006-2007,02.12.2006,Bayern Münih       1,1     M'gladbach
2006-2007,03.12.2006,Nürnberg       0,0     Schalke 04
2006-2007,08.12.2006,B. Leverkusen       2,1     Hertha Berlin
2006-2007,09.12.2006,Bayern Münih       2,1     E. Cottbus
2006-2007,10.12.2006,Schalke 04       3,1     B. Dortmund
2006-2007,15.12.2006,Bochum       2,0     M'gladbach
2006-2007,16.12.2006,Hertha Berlin       1,0     E. Frankfurt
2006-2007,17.12.2006,Werder Bremen       2,1     Wolfsburg
2006-2007,26.01.2007,B. Dortmund       3,2     Bayern Münih
2006-2007,27.01.2007,A. Bielefeld       1,1     Hamburg
2006-2007,28.01.2007,A. Aachen       2,3     B. Leverkusen
2006-2007,30.01.2007,M'gladbach       0,0     Nürnberg
2006-2007,31.01.2007,B. Leverkusen       0,2     Werder Bremen
2006-2007,02.02.2007,Nürnberg       3,0     Bayern Münih
2006-2007,03.02.2007,Hertha Berlin       2,1     Hamburg
2006-2007,04.02.2007,Werder Bremen       0,2     Schalke 04
2006-2007,09.02.2007,Hannover 96       2,2     Wolfsburg
2006-2007,10.02.2007,Stuttgart       4,1     Werder Bremen
2006-2007,11.02.2007,Bochum       0,2     Nürnberg
2006-2007,16.02.2007,E. Frankfurt       0,4     Stuttgart
2006-2007,17.02.2007,A. Aachen       1,0     Bayern Münih
2006-2007,18.02.2007,A. Bielefeld       1,3     Bochum
2006-2007,23.02.2007,Stuttgart       0,0     Hertha Berlin
2006-2007,24.02.2007,Hannover 96       4,2     B. Dortmund
2006-2007,25.02.2007,M'gladbach       2,2     Werder Bremen
2006-2007,02.03.2007,Schalke 04       0,2     Hamburg
2006-2007,03.03.2007,Hertha Berlin       2,3     Bayern Münih
2006-2007,04.03.2007,A. Aachen       2,1     Mainz
2006-2007,09.03.2007,Nürnberg       2,2     E. Frankfurt
2006-2007,10.03.2007,Hannover 96       1,1     Schalke 04
2006-2007,11.03.2007,Bayern Münih       1,1     Werder Bremen
2006-2007,16.03.2007,Hertha Berlin       0,1     E. Cottbus
2006-2007,17.03.2007,E. Frankfurt       1,0     Bayern Münih
2006-2007,18.03.2007,B. Leverkusen       1,0     M'gladbach
2006-2007,30.03.2007,A. Bielefeld       1,0     B. Dortmund
2006-2007,31.03.2007,E. Cottbus       0,0     Werder Bremen
2006-2007,01.04.2007,Bochum       2,0     Hannover 96
2006-2007,07.04.2007,Hannover 96       1,2     Bayern Münih
2006-2007,08.04.2007,Werder Bremen       1,0     Nürnberg
2006-2007,13.04.2007,M'gladbach       0,1     Hamburg
2006-2007,14.04.2007,Mainz       0,3     Schalke 04
2006-2007,15.04.2007,B. Dortmund       0,2     Werder Bremen
2006-2007,20.04.2007,Werder Bremen       3,1     A. Aachen
2006-2007,21.04.2007,Stuttgart       2,0     Bayern Münih
2006-2007,22.04.2007,Hannover 96       1,0     M'gladbach
2006-2007,27.04.2007,Bochum       2,1     Schalke 04
2006-2007,28.04.2007,Bayern Münih       1,2     Hamburg
2006-2007,29.04.2007,A. Bielefeld       3,2     Werder Bremen
2006-2007,04.05.2007,Hannover 96       2,0     E. Cottbus
2006-2007,05.05.2007,M'gladbach       1,1     Bayern Münih
2006-2007,06.05.2007,Hertha Berlin       1,4     Werder Bremen
2006-2007,12.05.2007,E. Cottbus       0,3     Bayern Münih
2006-2007,19.05.2007,Wolfsburg       0,2     Werder Bremen
2007-2008,10.08.2007,Stuttgart       2,2     Schalke 04
2007-2008,11.08.2007,Bayern Münih       3,0     H. Rostock
2007-2008,12.08.2007,Nürnberg       0,2     Karlsruher
2007-2008,17.08.2007,Karlsruher       1,2     Hannover 96
2007-2008,18.08.2007,Schalke 04       4,1     B. Dortmund
2007-2008,19.08.2007,Hamburg       1,0     B. Leverkusen
2007-2008,24.08.2007,Bochum       2,1     Hamburg
2007-2008,25.08.2007,Stuttgart       1,0     Duisburg
2007-2008,26.08.2007,E. Frankfurt       1,0     H. Rostock
2007-2008,31.08.2007,Schalke 04       1,1     B. Leverkusen
2007-2008,01.09.2007,Werder Bremen       2,1     E. Frankfurt
2007-2008,02.09.2007,Hamburg       1,1     Bayern Münih
2007-2008,14.09.2007,B. Dortmund       3,0     Werder Bremen
2007-2008,15.09.2007,Stuttgart       3,0     E. Cottbus
2007-2008,16.09.2007,Wolfsburg       1,2     Karlsruher
2007-2008,21.09.2007,Bochum       0,0     E. Frankfurt
2007-2008,22.09.2007,Schalke 04       3,0     A. Bielefeld
2007-2008,23.09.2007,Hannover 96       0,3     B. Leverkusen
2007-2008,25.09.2007,B. Dortmund       0,3     Hamburg
2007-2008,26.09.2007,Stuttgart       1,0     Bochum
2007-2008,28.09.2007,Schalke 04       1,0     Hertha Berlin
2007-2008,29.09.2007,Werder Bremen       8,1     A. Bielefeld
2007-2008,30.09.2007,Hannover 96       2,1     Duisburg
2007-2008,05.10.2007,B. Dortmund       2,1     Bochum
2007-2008,06.10.2007,Stuttgart       0,2     Hannover 96
2007-2008,07.10.2007,Bayern Münih       3,0     Nürnberg
2007-2008,19.10.2007,E. Cottbus       1,2     Duisburg
2007-2008,20.10.2007,Werder Bremen       3,2     Hertha Berlin
2007-2008,21.10.2007,Hannover 96       2,2     Wolfsburg
2007-2008,26.10.2007,E. Frankfurt       0,0     Hannover 96
2007-2008,27.10.2007,Stuttgart       1,0     B. Leverkusen
2007-2008,28.10.2007,B. Dortmund       0,0     Bayern Münih
2007-2008,02.11.2007,E. Cottbus       1,0     Schalke 04
2007-2008,03.11.2007,Werder Bremen       1,0     H. Rostock
2007-2008,04.11.2007,Bochum       5,3     Wolfsburg
2007-2008,09.11.2007,Duisburg       0,2     Bochum
2007-2008,10.11.2007,Stuttgart       3,1     Bayern Münih
2007-2008,11.11.2007,A. Bielefeld       3,1     Nürnberg
2007-2008,23.11.2007,Karlsruher       2,1     Hertha Berlin
2007-2008,24.11.2007,Bayern Münih       2,1     Wolfsburg
2007-2008,25.11.2007,Nürnberg       2,0     B. Dortmund
2007-2008,30.11.2007,H. Rostock       0,3     Hannover 96
2007-2008,01.12.2007,Stuttgart       1,2     B. Dortmund
2007-2008,02.12.2007,A. Bielefeld       0,1     Bayern Münih
2007-2008,07.12.2007,B. Dortmund       6,1     A. Bielefeld
2007-2008,08.12.2007,Stuttgart       3,1     Wolfsburg
2007-2008,09.12.2007,B. Leverkusen       3,0     H. Rostock
2007-2008,14.12.2007,E. Cottbus       5,1     Hannover 96
2007-2008,15.12.2007,Schalke 04       2,1     Nürnberg
2007-2008,16.12.2007,H. Rostock       2,0     Bochum
2007-2008,01.02.2008,H. Rostock       1,2     Bayern Münih
2007-2008,02.02.2008,E. Cottbus       2,3     B. Leverkusen
2007-2008,03.02.2008,Schalke 04       4,1     Stuttgart
2007-2008,08.02.2008,E. Frankfurt       2,1     A. Bielefeld
2007-2008,09.02.2008,B. Leverkusen       1,1     Hamburg
2007-2008,10.02.2008,B. Dortmund       2,3     Schalke 04
2007-2008,15.02.2008,Schalke 04       1,2     Wolfsburg
2007-2008,16.02.2008,Duisburg       2,3     Stuttgart
2007-2008,17.02.2008,Hannover 96       0,3     Bayern Münih
2007-2008,22.02.2008,Bochum       2,1     Hannover 96
2007-2008,23.02.2008,B. Leverkusen       1,0     Schalke 04
2007-2008,24.02.2008,Bayern Münih       1,1     Hamburg
2007-2008,29.02.2008,Hertha Berlin       2,0     Duisburg
2007-2008,01.03.2008,Schalke 04       0,1     Bayern Münih
2007-2008,02.03.2008,Bochum       2,0     B. Leverkusen
2007-2008,07.03.2008,B. Dortmund       1,1     Hertha Berlin
2007-2008,08.03.2008,A. Bielefeld       0,2     Schalke 04
2007-2008,09.03.2008,Nürnberg       0,0     Hamburg
2007-2008,11.03.2008,E. Cottbus       0,1     Stuttgart
2007-2008,14.03.2008,Schalke 04       2,1     Duisburg
2007-2008,15.03.2008,Bochum       1,1     Stuttgart
2007-2008,16.03.2008,B. Leverkusen       4,1     Nürnberg
2007-2008,20.03.2008,E. Frankfurt       2,1     E. Cottbus
2007-2008,22.03.2008,Bayern Münih       2,1     B. Leverkusen
2007-2008,23.03.2008,Hertha Berlin       1,2     Schalke 04
2007-2008,28.03.2008,H. Rostock       0,1     Wolfsburg
2007-2008,29.03.2008,Karlsruher       0,0     Schalke 04
2007-2008,30.03.2008,Hannover 96       0,0     Stuttgart
2007-2008,04.04.2008,Duisburg       0,1     E. Cottbus
2007-2008,05.04.2008,Hertha Berlin       1,2     Werder Bremen
2007-2008,06.04.2008,B. Dortmund       2,1     B. Leverkusen
2007-2008,12.04.2008,Werder Bremen       5,1     Schalke 04
2007-2008,13.04.2008,B. Leverkusen       3,0     Stuttgart
2007-2008,15.04.2008,H. Rostock       1,2     Werder Bremen
2007-2008,16.04.2008,E. Frankfurt       1,3     Bayern Münih
2007-2008,20.04.2008,Nürnberg       1,0     Wolfsburg
2007-2008,25.04.2008,E. Frankfurt       1,1     B. Dortmund
2007-2008,26.04.2008,Hamburg       0,1     Schalke 04
2007-2008,27.04.2008,Bayern Münih       4,1     Stuttgart
2007-2008,02.05.2008,B. Dortmund       0,0     Nürnberg
2007-2008,03.05.2008,H. Rostock       1,3     Hamburg
2007-2008,04.05.2008,Wolfsburg       0,0     Bayern Münih
2007-2008,06.05.2008,B. Dortmund       3,2     Stuttgart
2007-2008,07.05.2008,Hamburg       0,1     Werder Bremen
2007-2008,10.05.2008,Wolfsburg       4,0     Stuttgart
2007-2008,17.05.2008,Nürnberg       0,2     Schalke 04
2008-2009,15.08.2008,Bayern Münih       2,2     Hamburg
2008-2009,16.08.2008,Schalke 04       3,0     Hannover 96
2008-2009,17.08.2008,E. Frankfurt       0,2     Hertha Berlin
2008-2009,22.08.2008,Hannover 96       0,0     E. Cottbus
2008-2009,23.08.2008,Werder Bremen       1,1     Schalke 04
2008-2009,24.08.2008,Bochum       2,2     Wolfsburg
2008-2009,29.08.2008,Karlsruher       0,2     Köln
2008-2009,30.08.2008,Schalke 04       1,0     Bochum
2008-2009,31.08.2008,Bayern Münih       4,1     Hertha Berlin
2008-2009,13.09.2008,Werder Bremen       3,0     E. Cottbus
2008-2009,14.09.2008,Hannover 96       5,1     M'gladbach
2008-2009,19.09.2008,B. Leverkusen       4,0     Hannover 96
2008-2009,20.09.2008,Bayern Münih       2,5     Werder Bremen
2008-2009,21.09.2008,Wolfsburg       3,0     Hamburg
2008-2009,26.09.2008,Köln       1,0     Schalke 04
2008-2009,27.09.2008,Werder Bremen       5,4     Hoffenheim
2008-2009,28.09.2008,E. Frankfurt       1,1     A. Bielefeld
2008-2009,03.10.2008,A. Bielefeld       1,2     Karlsruher
2008-2009,04.10.2008,Bayern Münih       3,3     Bochum
2008-2009,05.10.2008,Schalke 04       2,2     Wolfsburg
2008-2009,17.10.2008,Bochum       2,2     M'gladbach
2008-2009,18.10.2008,Werder Bremen       3,3     B. Dortmund
2008-2009,19.10.2008,Hamburg       1,1     Schalke 04
2008-2009,22.10.2008,E. Frankfurt       2,1     Karlsruher
2008-2009,24.10.2008,B. Leverkusen       2,0     Köln
2008-2009,25.10.2008,Bayern Münih       4,2     Wolfsburg
2008-2009,26.10.2008,Stuttgart       2,0     Bochum
2008-2009,28.10.2008,Werder Bremen       0,2     B. Leverkusen
2008-2009,29.10.2008,Hamburg       2,0     Stuttgart
2008-2009,31.10.2008,B. Leverkusen       2,0     Wolfsburg
2008-2009,01.11.2008,Bayern Münih       3,1     A. Bielefeld
2008-2009,02.11.2008,B. Dortmund       1,1     Bochum
2008-2009,07.11.2008,Köln       2,1     Hannover 96
2008-2009,08.11.2008,Hamburg       2,1     B. Dortmund
2008-2009,09.11.2008,Schalke 04       1,2     Bayern Münih
2008-2009,14.11.2008,Hannover 96       1,1     Bochum
2008-2009,15.11.2008,Stuttgart       0,0     A. Bielefeld
2008-2009,16.11.2008,Werder Bremen       3,1     Köln
2008-2009,21.11.2008,Karlsruher       0,1     B. Dortmund
2008-2009,22.11.2008,Bayern Münih       4,1     E. Cottbus
2008-2009,23.11.2008,Hamburg       2,1     Werder Bremen
2008-2009,28.11.2008,Hertha Berlin       2,1     Köln
2008-2009,29.11.2008,Werder Bremen       5,0     E. Frankfurt
2008-2009,30.11.2008,Stuttgart       2,0     Schalke 04
2008-2009,05.12.2008,Bayern Münih       2,1     Hoffenheim
2008-2009,06.12.2008,Schalke 04       1,0     Hertha Berlin
2008-2009,07.12.2008,Wolfsburg       2,1     Hannover 96
2008-2009,12.12.2008,B. Dortmund       2,1     M'gladbach
2008-2009,13.12.2008,Werder Bremen       2,1     Wolfsburg
2008-2009,14.12.2008,Hoffenheim       1,1     Schalke 04
2008-2009,30.01.2009,Hamburg       1,0     Bayern Münih
2008-2009,31.01.2009,Hannover 96       1,0     Schalke 04
2008-2009,01.02.2009,Bochum       2,0     Karlsruher
2008-2009,06.02.2009,A. Bielefeld       1,1     Hertha Berlin
2008-2009,07.02.2009,Schalke 04       1,0     Werder Bremen
2008-2009,08.02.2009,E. Cottbus       3,1     Hannover 96
2008-2009,13.02.2009,Hoffenheim       1,4     B. Leverkusen
2008-2009,14.02.2009,Hertha Berlin       2,1     Bayern Münih
2008-2009,15.02.2009,B. Dortmund       1,1     E. Cottbus
2008-2009,20.02.2009,Schalke 04       1,1     B. Dortmund
2008-2009,21.02.2009,E. Cottbus       2,1     Werder Bremen
2008-2009,22.02.2009,B. Leverkusen       1,2     Hamburg
2008-2009,27.02.2009,Köln       1,1     A. Bielefeld
2008-2009,28.02.2009,E. Frankfurt       1,2     Schalke 04
2008-2009,01.03.2009,Werder Bremen       0,0     Bayern Münih
2008-2009,06.03.2009,Schalke 04       1,0     Köln
2008-2009,07.03.2009,Hoffenheim       0,0     Werder Bremen
2008-2009,08.03.2009,A. Bielefeld       0,0     E. Frankfurt
2008-2009,13.03.2009,Wolfsburg       4,3     Schalke 04
2008-2009,14.03.2009,Bochum       0,3     Bayern Münih
2008-2009,15.03.2009,Werder Bremen       4,0     Stuttgart
2008-2009,20.03.2009,M'gladbach       0,1     Bochum
2008-2009,21.03.2009,B. Dortmund       1,0     Werder Bremen
2008-2009,22.03.2009,Schalke 04       1,2     Hamburg
2008-2009,03.04.2009,A. Bielefeld       0,2     Schalke 04
2008-2009,04.04.2009,Wolfsburg       5,1     Bayern Münih
2008-2009,05.04.2009,Köln       0,2     B. Leverkusen
2008-2009,11.04.2009,M'gladbach       1,2     Wolfsburg
2008-2009,12.04.2009,B. Leverkusen       1,1     Werder Bremen
2008-2009,17.04.2009,Schalke 04       4,0     E. Cottbus
2008-2009,18.04.2009,A. Bielefeld       0,1     Bayern Münih
2008-2009,19.04.2009,Hertha Berlin       2,1     Werder Bremen
2008-2009,24.04.2009,Hoffenheim       0,1     Hertha Berlin
2008-2009,25.04.2009,Bayern Münih       0,1     Schalke 04
2008-2009,26.04.2009,E. Cottbus       2,0     Wolfsburg
2008-2009,01.05.2009,Bochum       0,2     Hannover 96
2008-2009,02.05.2009,A. Bielefeld       2,2     Stuttgart
2008-2009,03.05.2009,Köln       1,0     Werder Bremen
2008-2009,08.05.2009,B. Leverkusen       2,2     A. Bielefeld
2008-2009,09.05.2009,E. Cottbus       1,3     Bayern Münih
2008-2009,10.05.2009,M'gladbach       1,0     Schalke 04
2008-2009,12.05.2009,Bayern Münih       3,0     B. Leverkusen
2008-2009,13.05.2009,E. Frankfurt       0,5     Werder Bremen
2008-2009,16.05.2009,Hoffenheim       2,2     Bayern Münih
2008-2009,23.05.2009,Wolfsburg       5,1     Werder Bremen
2009-2010,07.08.2009,Wolfsburg       2,0     Stuttgart
2009-2010,08.08.2009,B. Dortmund       1,0     Köln
2009-2010,09.08.2009,Bochum       3,3     M'gladbach
2009-2010,15.08.2009,Bayern Münih       1,1     Werder Bremen
2009-2010,16.08.2009,M'gladbach       2,1     Hertha Berlin
2009-2010,21.08.2009,Hoffenheim       0,0     Schalke 04
2009-2010,22.08.2009,B. Dortmund       1,1     Stuttgart
2009-2010,23.08.2009,Bochum       1,0     Hertha Berlin
2009-2010,28.08.2009,M'gladbach       2,0     Mainz
2009-2010,29.08.2009,Stuttgart       0,0     Nürnberg
2009-2010,30.08.2009,Hertha Berlin       2,3     Werder Bremen
2009-2010,12.09.2009,Wolfsburg       2,3     B. Leverkusen
2009-2010,13.09.2009,Werder Bremen       0,0     Hannover 96
2009-2010,18.09.2009,Schalke 04       1,2     Wolfsburg
2009-2010,19.09.2009,Bayern Münih       2,1     Nürnberg
2009-2010,20.09.2009,E. Frankfurt       1,1     Hamburg
2009-2010,25.09.2009,Nürnberg       0,1     Bochum
2009-2010,26.09.2009,Wolfsburg       4,2     Hannover 96
2009-2010,27.09.2009,Freiburg       3,0     M'gladbach
2009-2010,02.10.2009,Schalke 04       2,0     E. Frankfurt
2009-2010,03.10.2009,Bayern Münih       0,0     Köln
2009-2010,04.10.2009,Stuttgart       0,2     Werder Bremen
2009-2010,17.10.2009,Stuttgart       1,2     Schalke 04
2009-2010,18.10.2009,Wolfsburg       2,1     M'gladbach
2009-2010,23.10.2009,B. Leverkusen       1,1     B. Dortmund
2009-2010,24.10.2009,Bayern Münih       2,1     E. Frankfurt
2009-2010,25.10.2009,Hertha Berlin       0,0     Wolfsburg
2009-2010,30.10.2009,B. Dortmund       2,0     Hertha Berlin
2009-2010,31.10.2009,Wolfsburg       3,3     Mainz
2009-2010,01.11.2009,Freiburg       0,1     Hoffenheim
2009-2010,06.11.2009,B. Leverkusen       4,0     E. Frankfurt
2009-2010,07.11.2009,Bayern Münih       1,1     Schalke 04
2009-2010,08.11.2009,Hannover 96       2,2     Hamburg
2009-2010,21.11.2009,Wolfsburg       2,3     Nürnberg
2009-2010,22.11.2009,Bayern Münih       1,1     B. Leverkusen
2009-2010,27.11.2009,Bochum       0,0     Köln
2009-2010,28.11.2009,Hertha Berlin       1,3     E. Frankfurt
2009-2010,29.11.2009,B. Leverkusen       4,0     Stuttgart
2009-2010,04.12.2009,Bayern Münih       2,1     M'gladbach
2009-2010,05.12.2009,Wolfsburg       2,2     Freiburg
2009-2010,06.12.2009,Köln       0,0     Werder Bremen
2009-2010,11.12.2009,Hertha Berlin       2,2     B. Leverkusen
2009-2010,12.12.2009,Hoffenheim       1,1     E. Frankfurt
2009-2010,13.12.2009,Mainz       1,1     Stuttgart
2009-2010,18.12.2009,Schalke 04       1,0     Mainz
2009-2010,19.12.2009,Bayern Münih       5,2     Hertha Berlin
2009-2010,20.12.2009,Hamburg       2,1     Werder Bremen
2009-2010,15.01.2010,Bayern Münih       2,0     Hoffenheim
2009-2010,16.01.2010,Hamburg       2,0     Freiburg
2009-2010,17.01.2010,Schalke 04       1,0     Nürnberg
2009-2010,22.01.2010,Freiburg       0,1     Stuttgart
2009-2010,23.01.2010,Werder Bremen       2,3     Bayern Münih
2009-2010,24.01.2010,Wolfsburg       2,3     Köln
2009-2010,29.01.2010,Hamburg       1,1     Wolfsburg
2009-2010,30.01.2010,M'gladbach       4,3     Werder Bremen
2009-2010,31.01.2010,Stuttgart       4,1     B. Dortmund
2009-2010,05.02.2010,Werder Bremen       2,1     Hertha Berlin
2009-2010,06.02.2010,Wolfsburg       1,3     Bayern Münih
2009-2010,07.02.2010,Mainz       1,0     M'gladbach
2009-2010,12.02.2010,M'gladbach       2,1     Nürnberg
2009-2010,13.02.2010,B. Leverkusen       2,1     Wolfsburg
2009-2010,14.02.2010,Schalke 04       2,0     Köln
2009-2010,19.02.2010,Hoffenheim       2,2     M'gladbach
2009-2010,20.02.2010,Nürnberg       1,1     Bayern Münih
2009-2010,21.02.2010,Freiburg       0,3     Hertha Berlin
2009-2010,26.02.2010,Schalke 04       2,1     B. Dortmund
2009-2010,27.02.2010,Hertha Berlin       0,2     Hoffenheim
2009-2010,28.02.2010,Hannover 96       0,1     Wolfsburg
2009-2010,06.03.2010,Köln       1,1     Bayern Münih
2009-2010,07.03.2010,Nürnberg       3,2     B. Leverkusen
2009-2010,12.03.2010,Schalke 04       2,1     Stuttgart
2009-2010,13.03.2010,M'gladbach       0,4     Wolfsburg
2009-2010,14.03.2010,Hoffenheim       0,1     Werder Bremen
2009-2010,19.03.2010,Köln       1,1     M'gladbach
2009-2010,20.03.2010,E. Frankfurt       2,1     Bayern Münih
2009-2010,21.03.2010,Hamburg       2,2     Schalke 04
2009-2010,26.03.2010,Bochum       1,2     E. Frankfurt
2009-2010,27.03.2010,Mainz       0,2     Wolfsburg
2009-2010,28.03.2010,Hoffenheim       1,1     Freiburg
2009-2010,03.04.2010,Schalke 04       1,2     Bayern Münih
2009-2010,04.04.2010,Wolfsburg       4,0     Hoffenheim
2009-2010,09.04.2010,M'gladbach       2,0     E. Frankfurt
2009-2010,10.04.2010,Hertha Berlin       0,1     Stuttgart
2009-2010,11.04.2010,Bochum       1,2     Hamburg
2009-2010,16.04.2010,Köln       2,0     Bochum
2009-2010,17.04.2010,Stuttgart       2,1     B. Leverkusen
2009-2010,18.04.2010,B. Dortmund       1,1     Hoffenheim
2009-2010,23.04.2010,Bochum       0,2     Stuttgart
2009-2010,24.04.2010,M'gladbach       1,1     Bayern Münih
2009-2010,25.04.2010,Hoffenheim       5,1     Hamburg
2009-2010,01.05.2010,B. Dortmund       1,1     Wolfsburg
2009-2010,08.05.2010,Hertha Berlin       1,3     Bayern Münih
2010-2011,20.08.2010,Bayern Münih       2,1     Wolfsburg
2010-2011,21.08.2010,Hoffenheim       4,1     Werder Bremen
2010-2011,22.08.2010,Mainz       2,0     Stuttgart
2010-2011,27.08.2010,Kaiserslautern       2,0     Bayern Münih
2010-2011,28.08.2010,Schalke 04       1,2     Hannover 96
2010-2011,29.08.2010,B. Leverkusen       3,6     M'gladbach
2010-2011,10.09.2010,Hoffenheim       2,0     Schalke 04
2010-2011,11.09.2010,B. Dortmund       2,0     Wolfsburg
2010-2011,12.09.2010,Mainz       2,1     Kaiserslautern
2010-2011,17.09.2010,E. Frankfurt       0,1     Freiburg
2010-2011,18.09.2010,Bayern Münih       0,0     Köln
2010-2011,19.09.2010,St. Pauli       1,1     Hamburg
2010-2011,21.09.2010,Mainz       2,0     Köln
2010-2011,22.09.2010,B. Leverkusen       2,1     E. Frankfurt
2010-2011,24.09.2010,Köln       1,1     Hoffenheim
2010-2011,25.09.2010,Bayern Münih       1,2     Mainz
2010-2011,26.09.2010,Wolfsburg       2,1     Freiburg
2010-2011,01.10.2010,Hannover 96       0,1     St. Pauli
2010-2011,02.10.2010,Hamburg       2,1     Kaiserslautern
2010-2011,03.10.2010,Stuttgart       1,2     E. Frankfurt
2010-2011,15.10.2010,Köln       1,2     B. Dortmund
2010-2011,16.10.2010,Bayern Münih       3,0     Hannover 96
2010-2011,17.10.2010,Kaiserslautern       0,3     E. Frankfurt
2010-2011,22.10.2010,Hamburg       0,0     Bayern Münih
2010-2011,23.10.2010,E. Frankfurt       0,0     Schalke 04
2010-2011,24.10.2010,B. Dortmund       1,1     Hoffenheim
2010-2011,29.10.2010,Bayern Münih       4,2     Freiburg
2010-2011,30.10.2010,Werder Bremen       2,3     Nürnberg
2010-2011,31.10.2010,Mainz       0,2     B. Dortmund
2010-2011,05.11.2010,Schalke 04       3,0     St. Pauli
2010-2011,06.11.2010,Hamburg       2,1     Hoffenheim
2010-2011,07.11.2010,Hannover 96       0,4     B. Dortmund
2010-2011,12.11.2010,B. Dortmund       2,0     Hamburg
2010-2011,13.11.2010,Werder Bremen       0,0     E. Frankfurt
2010-2011,14.11.2010,Hoffenheim       0,1     Freiburg
2010-2011,20.11.2010,Schalke 04       4,0     Werder Bremen
2010-2011,21.11.2010,Stuttgart       0,1     Köln
2010-2011,26.11.2010,Mainz       3,0     Nürnberg
2010-2011,27.11.2010,Bayern Münih       4,1     E. Frankfurt
2010-2011,28.11.2010,Werder Bremen       3,0     St. Pauli
2010-2011,03.12.2010,St. Pauli       1,0     Kaiserslautern
2010-2011,04.12.2010,Stuttgart       1,1     Hoffenheim
2010-2011,05.12.2010,B. Leverkusen       3,2     Köln
2010-2011,10.12.2010,Hannover 96       2,1     Stuttgart
2010-2011,11.12.2010,Bayern Münih       3,0     St. Pauli
2010-2011,12.12.2010,Freiburg       3,0     M'gladbach
2010-2011,17.12.2010,M'gladbach       1,2     Hamburg
2010-2011,18.12.2010,Schalke 04       3,0     Köln
2010-2011,19.12.2010,B. Leverkusen       2,2     Freiburg
2010-2011,14.01.2011,B. Leverkusen       1,3     B. Dortmund
