Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2010-2011,15.01.2011,Wolfsburg       1,1     Bayern Münih
2010-2011,16.01.2011,E. Frankfurt       0,3     Hannover 96
2010-2011,21.01.2011,Hamburg       1,0     E. Frankfurt
2010-2011,22.01.2011,Hannover 96       0,1     Schalke 04
2010-2011,23.01.2011,M'gladbach       1,3     B. Leverkusen
2010-2011,28.01.2011,B. Leverkusen       2,0     Hannover 96
2010-2011,29.01.2011,Werder Bremen       1,3     Bayern Münih
2010-2011,30.01.2011,Stuttgart       0,1     Freiburg
2010-2011,04.02.2011,B. Dortmund       0,0     Schalke 04
2010-2011,05.02.2011,Köln       3,2     Bayern Münih
2010-2011,06.02.2011,Freiburg       0,0     E. Frankfurt
2010-2011,12.02.2011,E. Frankfurt       0,3     B. Leverkusen
2010-2011,13.02.2011,Köln       4,2     Mainz
2010-2011,16.02.2011,Hamburg       0,1     St. Pauli
2010-2011,18.02.2011,Nürnberg       3,0     E. Frankfurt
2010-2011,19.02.2011,Hamburg       4,0     Werder Bremen
2010-2011,20.02.2011,B. Leverkusen       4,2     Stuttgart
2010-2011,25.02.2011,Wolfsburg       2,1     M'gladbach
2010-2011,26.02.2011,Kaiserslautern       1,1     Hamburg
2010-2011,27.02.2011,E. Frankfurt       0,2     Stuttgart
2010-2011,04.03.2011,B. Dortmund       1,0     Köln
2010-2011,05.03.2011,Hannover 96       3,1     Bayern Münih
2010-2011,06.03.2011,Freiburg       1,3     Werder Bremen
2010-2011,11.03.2011,Köln       4,0     Hannover 96
2010-2011,12.03.2011,Hoffenheim       1,0     B. Dortmund
2010-2011,13.03.2011,Mainz       0,1     B. Leverkusen
2010-2011,18.03.2011,M'gladbach       0,1     Kaiserslautern
2010-2011,19.03.2011,Freiburg       1,2     Bayern Münih
2010-2011,20.03.2011,B. Leverkusen       2,0     Schalke 04
2010-2011,01.04.2011,St. Pauli       0,2     Schalke 04
2010-2011,02.04.2011,Kaiserslautern       0,1     B. Leverkusen
2010-2011,03.04.2011,Köln       1,0     Nürnberg
2010-2011,08.04.2011,E. Frankfurt       1,1     Werder Bremen
2010-2011,09.04.2011,Nürnberg       1,1     Bayern Münih
2010-2011,10.04.2011,M'gladbach       5,1     Köln
2010-2011,15.04.2011,Mainz       1,0     M'gladbach
2010-2011,16.04.2011,Köln       1,3     Stuttgart
2010-2011,17.04.2011,Bayern Münih       5,1     B. Leverkusen
2010-2011,21.04.2011,Freiburg       1,3     Hannover 96
2010-2011,23.04.2011,E. Frankfurt       1,1     Bayern Münih
2010-2011,24.04.2011,Wolfsburg       4,1     Köln
2010-2011,29.04.2011,Werder Bremen       0,1     Wolfsburg
2010-2011,30.04.2011,Köln       2,0     B. Leverkusen
2010-2011,07.05.2011,St. Pauli       1,8     Bayern Münih
2010-2011,14.05.2011,Köln       2,1     Schalke 04
2011-2012,05.08.2011,B. Dortmund       3,1     Hamburg
2011-2012,06.08.2011,Werder Bremen       2,0     Kaiserslautern
2011-2012,07.08.2011,Mainz       2,0     B. Leverkusen
2011-2012,13.08.2011,Schalke 04       5,1     Köln
2011-2012,14.08.2011,Kaiserslautern       1,1     Augsburg
2011-2012,19.08.2011,M'gladbach       4,1     Wolfsburg
2011-2012,20.08.2011,B. Dortmund       2,0     Nürnberg
2011-2012,21.08.2011,Mainz       2,4     Schalke 04
2011-2012,26.08.2011,Hertha Berlin       1,0     Stuttgart
2011-2012,27.08.2011,Hamburg       3,4     Köln
2011-2012,28.08.2011,Hannover 96       1,1     Mainz
2011-2012,09.09.2011,Augsburg       1,4     B. Leverkusen
2011-2012,10.09.2011,B. Dortmund       1,2     Hertha Berlin
2011-2012,11.09.2011,Köln       1,2     Nürnberg
2011-2012,16.09.2011,Freiburg       1,2     Stuttgart
2011-2012,17.09.2011,B. Leverkusen       1,4     Köln
2011-2012,18.09.2011,Hannover 96       2,1     B. Dortmund
2011-2012,23.09.2011,Stuttgart       1,2     Hamburg
2011-2012,24.09.2011,Schalke 04       4,2     Freiburg
2011-2012,25.09.2011,Köln       2,0     Hoffenheim
2011-2012,30.09.2011,Kaiserslautern       0,2     Stuttgart
2011-2012,01.10.2011,B. Dortmund       4,0     Augsburg
2011-2012,02.10.2011,Hannover 96       3,2     Werder Bremen
2011-2012,14.10.2011,Werder Bremen       0,2     B. Dortmund
2011-2012,15.10.2011,Bayern Münih       4,0     Hertha Berlin
2011-2012,16.10.2011,Freiburg       1,2     Hamburg
2011-2012,21.10.2011,Augsburg       1,1     Werder Bremen
2011-2012,22.10.2011,B. Dortmund       5,0     Köln
2011-2012,23.10.2011,B. Leverkusen       0,1     Schalke 04
2011-2012,28.10.2011,Freiburg       0,1     B. Leverkusen
2011-2012,29.10.2011,Bayern Münih       4,0     Nürnberg
2011-2012,30.10.2011,Köln       3,0     Augsburg
2011-2012,04.11.2011,Mainz       3,1     Stuttgart
2011-2012,05.11.2011,B. Dortmund       5,1     Wolfsburg
2011-2012,06.11.2011,Hannover 96       2,2     Schalke 04
2011-2012,18.11.2011,Kaiserslautern       0,2     B. Leverkusen
2011-2012,19.11.2011,Schalke 04       4,0     Nürnberg
2011-2012,20.11.2011,Stuttgart       2,1     Augsburg
2011-2012,25.11.2011,Köln       0,3     M'gladbach
2011-2012,26.11.2011,B. Dortmund       2,0     Schalke 04
2011-2012,27.11.2011,Werder Bremen       2,0     Stuttgart
2011-2012,02.12.2011,B. Leverkusen       2,0     Hoffenheim
2011-2012,03.12.2011,Bayern Münih       4,1     Werder Bremen
2011-2012,04.12.2011,Hamburg       2,0     Nürnberg
2011-2012,09.12.2011,Hertha Berlin       1,2     Schalke 04
2011-2012,10.12.2011,Werder Bremen       4,1     Wolfsburg
2011-2012,11.12.2011,B. Dortmund       1,1     Kaiserslautern
2011-2012,13.12.2011,Köln       1,1     Mainz
2011-2012,16.12.2011,Bayern Münih       3,0     Köln
2011-2012,17.12.2011,B. Leverkusen       0,3     Nürnberg
2011-2012,18.12.2011,Kaiserslautern       1,1     Hannover 96
2011-2012,20.01.2012,M'gladbach       3,1     Bayern Münih
2011-2012,21.01.2012,Hoffenheim       0,0     Hannover 96
2011-2012,22.01.2012,Hamburg       1,5     B. Dortmund
2011-2012,27.01.2012,Hannover 96       1,0     Nürnberg
2011-2012,28.01.2012,B. Dortmund       3,1     Hoffenheim
2011-2012,29.01.2012,Mainz       3,1     Freiburg
2011-2012,03.02.2012,Nürnberg       0,2     B. Dortmund
2011-2012,04.02.2012,B. Leverkusen       2,2     Stuttgart
2011-2012,05.02.2012,Freiburg       2,2     Werder Bremen
2011-2012,10.02.2012,Wolfsburg       3,2     Freiburg
2011-2012,11.02.2012,B. Dortmund       1,0     B. Leverkusen
2011-2012,12.02.2012,Augsburg       0,0     Nürnberg
2011-2012,17.02.2012,Hoffenheim       1,1     Mainz
2011-2012,18.02.2012,B. Leverkusen       4,1     Augsburg
2011-2012,19.02.2012,Schalke 04       4,0     Wolfsburg
2011-2012,24.02.2012,M'gladbach       1,1     Hamburg
2011-2012,25.02.2012,Mainz       4,0     Kaiserslautern
2011-2012,26.02.2012,Bayern Münih       2,0     Schalke 04
2011-2012,03.03.2012,B. Leverkusen       2,0     Bayern Münih
2011-2012,04.03.2012,Nürnberg       1,0     M'gladbach
2011-2012,09.03.2012,Stuttgart       0,0     Kaiserslautern
2011-2012,10.03.2012,Bayern Münih       7,1     Hoffenheim
2011-2012,11.03.2012,Werder Bremen       3,0     Hannover 96
2011-2012,16.03.2012,Hoffenheim       1,2     Stuttgart
2011-2012,17.03.2012,B. Dortmund       1,0     Werder Bremen
2011-2012,18.03.2012,Kaiserslautern       1,4     Schalke 04
2011-2012,23.03.2012,Wolfsburg       2,1     Hamburg
2011-2012,24.03.2012,Bayern Münih       2,1     Hannover 96
2011-2012,25.03.2012,Stuttgart       1,0     Nürnberg
2011-2012,30.03.2012,B. Dortmund       4,4     Stuttgart
2011-2012,31.03.2012,B. Leverkusen       0,2     Freiburg
2011-2012,01.04.2012,Hannover 96       2,1     M'gladbach
2011-2012,07.04.2012,Bayern Münih       2,1     Augsburg
2011-2012,08.04.2012,Schalke 04       3,0     Hannover 96
2011-2012,10.04.2012,Werder Bremen       2,2     M'gladbach
2011-2012,11.04.2012,B. Dortmund       1,0     Bayern Münih
2011-2012,13.04.2012,Stuttgart       4,1     Werder Bremen
2011-2012,14.04.2012,B. Leverkusen       3,3     Hertha Berlin
2011-2012,15.04.2012,M'gladbach       3,0     Köln
2011-2012,20.04.2012,Mainz       0,0     Wolfsburg
2011-2012,21.04.2012,Werder Bremen       1,2     Bayern Münih
2011-2012,22.04.2012,Augsburg       1,1     Schalke 04
2011-2012,28.04.2012,B. Leverkusen       1,0     Hannover 96
2011-2012,05.05.2012,B. Dortmund       4,0     Freiburg
2012-2013,24.08.2012,B. Dortmund       2,1     Werder Bremen
2012-2013,25.08.2012,M'gladbach       2,1     Hoffenheim
2012-2013,26.08.2012,Hannover 96       2,2     Schalke 04
2012-2013,31.08.2012,Mainz       0,1     Greuther Fürth
2012-2013,01.09.2012,Schalke 04       3,1     Augsburg
2012-2013,02.09.2012,Wolfsburg       0,4     Hannover 96
2012-2013,14.09.2012,Augsburg       0,0     Wolfsburg
2012-2013,15.09.2012,B. Dortmund       3,0     B. Leverkusen
2012-2013,16.09.2012,Freiburg       5,3     Hoffenheim
2012-2013,21.09.2012,Nürnberg       1,2     E. Frankfurt
2012-2013,22.09.2012,Schalke 04       0,2     Bayern Münih
2012-2013,23.09.2012,B. Leverkusen       1,1     M'gladbach
2012-2013,25.09.2012,Bayern Münih       3,0     Wolfsburg
2012-2013,26.09.2012,M'gladbach       2,2     Hamburg
2012-2013,28.09.2012,F. Düsseldorf       2,2     Schalke 04
2012-2013,29.09.2012,B. Leverkusen       2,0     Greuther Fürth
2012-2013,30.09.2012,E. Frankfurt       2,1     Freiburg
2012-2013,05.10.2012,Augsburg       3,1     Werder Bremen
2012-2013,06.10.2012,Bayern Münih       2,0     Hoffenheim
2012-2013,07.10.2012,M'gladbach       2,0     E. Frankfurt
2012-2013,19.10.2012,Hoffenheim       3,3     Greuther Fürth
2012-2013,20.10.2012,B. Dortmund       1,2     Schalke 04
2012-2013,21.10.2012,Nürnberg       0,0     Augsburg
2012-2013,26.10.2012,Augsburg       0,2     Hamburg
2012-2013,27.10.2012,Schalke 04       1,0     Nürnberg
2012-2013,28.10.2012,Stuttgart       2,1     E. Frankfurt
2012-2013,02.11.2012,E. Frankfurt       1,1     Greuther Fürth
2012-2013,03.11.2012,B. Dortmund       0,0     Stuttgart
2012-2013,04.11.2012,B. Leverkusen       3,2     F. Düsseldorf
2012-2013,09.11.2012,Mainz       2,1     Nürnberg
2012-2013,10.11.2012,Bayern Münih       2,0     E. Frankfurt
2012-2013,11.11.2012,Wolfsburg       3,1     B. Leverkusen
2012-2013,17.11.2012,B. Dortmund       3,1     Greuther Fürth
2012-2013,18.11.2012,Werder Bremen       2,1     F. Düsseldorf
2012-2013,23.11.2012,F. Düsseldorf       2,0     Hamburg
2012-2013,24.11.2012,Bayern Münih       5,0     Hannover 96
2012-2013,25.11.2012,Freiburg       3,0     Stuttgart
2012-2013,27.11.2012,B. Dortmund       1,1     F. Düsseldorf
2012-2013,28.11.2012,M'gladbach       2,0     Wolfsburg
2012-2013,30.11.2012,F. Düsseldorf       4,0     E. Frankfurt
2012-2013,01.12.2012,Schalke 04       1,1     M'gladbach
2012-2013,02.12.2012,Hoffenheim       1,4     Werder Bremen
2012-2013,07.12.2012,Hamburg       2,0     Hoffenheim
2012-2013,08.12.2012,B. Dortmund       2,3     Wolfsburg
2012-2013,09.12.2012,M'gladbach       2,0     Mainz
2012-2013,14.12.2012,Bayern Münih       1,1     M'gladbach
2012-2013,15.12.2012,B. Leverkusen       3,0     Hamburg
2012-2013,16.12.2012,Hoffenheim       1,3     B. Dortmund
2012-2013,18.01.2013,Schalke 04       5,4     Hannover 96
2012-2013,19.01.2013,Bayern Münih       2,0     Greuther Fürth
2012-2013,20.01.2013,Nürnberg       1,1     Hamburg
2012-2013,25.01.2013,B. Dortmund       3,0     Nürnberg
2012-2013,26.01.2013,M'gladbach       2,1     F. Düsseldorf
2012-2013,27.01.2013,Hamburg       3,2     Werder Bremen
2012-2013,01.02.2013,Werder Bremen       2,0     Hannover 96
2012-2013,02.02.2013,Schalke 04       1,2     Greuther Fürth
2012-2013,03.02.2013,Nürnberg       2,1     M'gladbach
2012-2013,09.02.2013,B. Dortmund       1,4     Hamburg
2012-2013,10.02.2013,Augsburg       1,1     Mainz
2012-2013,15.02.2013,Wolfsburg       0,2     Bayern Münih
2012-2013,16.02.2013,B. Leverkusen       2,1     Augsburg
2012-2013,17.02.2013,Nürnberg       2,2     Hannover 96
2012-2013,22.02.2013,Freiburg       0,0     E. Frankfurt
2012-2013,23.02.2013,Bayern Münih       6,1     Werder Bremen
2012-2013,24.02.2013,M'gladbach       1,1     B. Dortmund
2012-2013,01.03.2013,E. Frankfurt       0,1     M'gladbach
2012-2013,02.03.2013,B. Dortmund       3,1     Hannover 96
2012-2013,03.03.2013,Hoffenheim       0,1     Bayern Münih
2012-2013,08.03.2013,Augsburg       1,2     Nürnberg
2012-2013,09.03.2013,Bayern Münih       3,2     F. Düsseldorf
2012-2013,10.03.2013,Hannover 96       0,0     E. Frankfurt
2012-2013,15.03.2013,Wolfsburg       1,1     F. Düsseldorf
2012-2013,16.03.2013,B. Dortmund       5,1     Freiburg
2012-2013,17.03.2013,E. Frankfurt       1,2     Stuttgart
2012-2013,30.03.2013,Schalke 04       3,0     Hoffenheim
2012-2013,31.03.2013,Wolfsburg       2,2     Nürnberg
2012-2013,05.04.2013,Hoffenheim       3,0     F. Düsseldorf
2012-2013,06.04.2013,B. Dortmund       4,2     Augsburg
2012-2013,07.04.2013,Nürnberg       2,1     Mainz
2012-2013,12.04.2013,Freiburg       3,1     Hannover 96
2012-2013,13.04.2013,Bayern Münih       4,0     Nürnberg
2012-2013,14.04.2013,Stuttgart       2,0     M'gladbach
2012-2013,19.04.2013,M'gladbach       1,0     Augsburg
2012-2013,20.04.2013,B. Dortmund       2,0     Mainz
2012-2013,21.04.2013,Stuttgart       2,1     Freiburg
2012-2013,26.04.2013,Greuther Fürth       2,3     Hannover 96
2012-2013,27.04.2013,Bayern Münih       1,0     Freiburg
2012-2013,28.04.2013,Mainz       0,0     E. Frankfurt
2012-2013,03.05.2013,M'gladbach       0,1     Schalke 04
2012-2013,04.05.2013,Stuttgart       0,2     Greuther Fürth
2012-2013,05.05.2013,Freiburg       2,0     Augsburg
2012-2013,11.05.2013,Bayern Münih       3,0     Augsburg
2012-2013,18.05.2013,B. Dortmund       1,2     Hoffenheim
2013-2014,09.08.2013,Bayern Münih       3,1     M'gladbach
2013-2014,10.08.2013,B. Leverkusen       3,1     Freiburg
2013-2014,11.08.2013,Mainz       3,2     Stuttgart
2013-2014,17.08.2013,Stuttgart       0,1     B. Leverkusen
2013-2014,18.08.2013,Nürnberg       2,2     Hertha Berlin
2013-2014,23.08.2013,B. Dortmund       1,0     Werder Bremen
2013-2014,24.08.2013,Bayern Münih       2,0     Nürnberg
2013-2014,25.08.2013,Braunschweig       0,2     E. Frankfurt
2013-2014,27.08.2013,Freiburg       1,1     Bayern Münih
2013-2014,31.08.2013,M'gladbach       4,1     Werder Bremen
2013-2014,01.09.2013,Stuttgart       6,2     Hoffenheim
2013-2014,13.09.2013,Hertha Berlin       0,1     Stuttgart
2013-2014,14.09.2013,Bayern Münih       2,0     Hannover 96
2013-2014,15.09.2013,Hoffenheim       2,1     M'gladbach
2013-2014,20.09.2013,M'gladbach       4,1     Braunschweig
2013-2014,21.09.2013,Hannover 96       2,1     Augsburg
2013-2014,22.09.2013,Freiburg       1,1     Hertha Berlin
2013-2014,27.09.2013,Augsburg       2,2     M'gladbach
2013-2014,28.09.2013,B. Dortmund       5,0     Freiburg
2013-2014,29.09.2013,Werder Bremen       3,3     Nürnberg
2013-2014,04.10.2013,Hannover 96       1,1     Hertha Berlin
2013-2014,05.10.2013,Schalke 04       4,1     Augsburg
2013-2014,06.10.2013,Nürnberg       0,5     Hamburg
2013-2014,18.10.2013,Hoffenheim       1,2     B. Leverkusen
2013-2014,19.10.2013,B. Dortmund       1,0     Hannover 96
2013-2014,20.10.2013,Hamburg       3,3     Stuttgart
2013-2014,25.10.2013,Stuttgart       1,1     Nürnberg
2013-2014,26.10.2013,Bayern Münih       3,2     Hertha Berlin
2013-2014,27.10.2013,Freiburg       0,3     Hamburg
2013-2014,01.11.2013,B. Dortmund       6,1     Stuttgart
2013-2014,02.11.2013,Nürnberg       0,3     Freiburg
2013-2014,03.11.2013,Augsburg       2,1     Mainz
2013-2014,08.11.2013,Hannover 96       0,0     Braunschweig
2013-2014,09.11.2013,Bayern Münih       3,0     Augsburg
2013-2014,10.11.2013,Mainz       1,0     E. Frankfurt
2013-2014,22.11.2013,Stuttgart       0,2     M'gladbach
2013-2014,23.11.2013,Nürnberg       1,1     Wolfsburg
2013-2014,24.11.2013,Hamburg       3,1     Hannover 96
2013-2014,29.11.2013,Wolfsburg       1,1     Hamburg
2013-2014,30.11.2013,Bayern Münih       2,0     Braunschweig
2013-2014,01.12.2013,Hannover 96       2,0     E. Frankfurt
2013-2014,06.12.2013,Nürnberg       1,1     Mainz
2013-2014,07.12.2013,M'gladbach       2,1     Schalke 04
2013-2014,08.12.2013,Freiburg       0,3     Wolfsburg
2013-2014,13.12.2013,Hertha Berlin       3,2     Werder Bremen
2013-2014,14.12.2013,Bayern Münih       3,1     Hamburg
2013-2014,15.12.2013,Schalke 04       2,0     Freiburg
2013-2014,20.12.2013,E. Frankfurt       1,1     Augsburg
2013-2014,21.12.2013,B. Dortmund       1,2     Hertha Berlin
2013-2014,22.12.2013,M'gladbach       2,2     Wolfsburg
2013-2014,24.01.2014,M'gladbach       0,2     Bayern Münih
2013-2014,25.01.2014,B. Dortmund       2,2     Augsburg
2013-2014,26.01.2014,Werder Bremen       0,0     Braunschweig
2013-2014,29.01.2014,Stuttgart       1,2     Bayern Münih
2013-2014,31.01.2014,Braunschweig       1,2     B. Dortmund
2013-2014,01.02.2014,Schalke 04       2,1     Wolfsburg
2013-2014,02.02.2014,Hertha Berlin       1,3     Nürnberg
2013-2014,07.02.2014,M'gladbach       0,1     B. Leverkusen
2013-2014,08.02.2014,Wolfsburg       3,0     Mainz
2013-2014,09.02.2014,Stuttgart       1,4     Augsburg
2013-2014,14.02.2014,Mainz       2,0     Hannover 96
2013-2014,15.02.2014,B. Dortmund       4,0     E. Frankfurt
2013-2014,16.02.2014,Augsburg       0,1     Nürnberg
2013-2014,21.02.2014,Schalke 04       0,0     Mainz
2013-2014,22.02.2014,M'gladbach       2,2     Hoffenheim
2013-2014,23.02.2014,E. Frankfurt       0,0     Werder Bremen
2013-2014,28.02.2014,Hertha Berlin       0,0     Freiburg
2013-2014,01.03.2014,B. Dortmund       3,0     Nürnberg
2013-2014,02.03.2014,Hoffenheim       6,2     Wolfsburg
2013-2014,08.03.2014,Schalke 04       4,0     Hoffenheim
2013-2014,09.03.2014,Freiburg       0,1     B. Dortmund
2013-2014,14.03.2014,Augsburg       1,2     Schalke 04
2013-2014,15.03.2014,B. Dortmund       1,2     M'gladbach
2013-2014,16.03.2014,Hamburg       2,1     Nürnberg
2013-2014,21.03.2014,Freiburg       3,1     Werder Bremen
2013-2014,22.03.2014,Schalke 04       3,1     Braunschweig
2013-2014,23.03.2014,Nürnberg       2,5     E. Frankfurt
2013-2014,25.03.2014,B. Dortmund       0,0     Schalke 04
2013-2014,26.03.2014,Nürnberg       2,0     Stuttgart
2013-2014,28.03.2014,Schalke 04       2,0     Hertha Berlin
2013-2014,29.03.2014,Bayern Münih       3,3     Hoffenheim
2013-2014,30.03.2014,M'gladbach       3,1     Hamburg
2013-2014,04.04.2014,Hamburg       2,1     B. Leverkusen
2013-2014,05.04.2014,Stuttgart       2,0     Freiburg
2013-2014,06.04.2014,Braunschweig       3,0     Hannover 96
2013-2014,11.04.2014,Schalke 04       2,0     E. Frankfurt
2013-2014,12.04.2014,M'gladbach       1,1     Stuttgart
2013-2014,13.04.2014,B. Leverkusen       2,1     Hertha Berlin
2013-2014,17.04.2014,E. Frankfurt       2,3     Hannover 96
2013-2014,19.04.2014,B. Dortmund       4,2     Mainz
2013-2014,20.04.2014,Nürnberg       1,4     B. Leverkusen
2013-2014,25.04.2014,Hannover 96       0,0     Stuttgart
2013-2014,26.04.2014,Bayern Münih       5,2     Werder Bremen
2013-2014,27.04.2014,Augsburg       3,1     Hamburg
2013-2014,03.05.2014,B. Dortmund       3,2     Hoffenheim
2013-2014,10.05.2014,Bayern Münih       1,0     Stuttgart
2014-2015,22.08.2014,Bayern Münih       2,1     Wolfsburg
2014-2015,23.08.2014,Hoffenheim       2,0     Augsburg
2014-2015,24.08.2014,Paderborn       2,2     Mainz
2014-2015,29.08.2014,Augsburg       2,3     B. Dortmund
2014-2015,30.08.2014,B. Leverkusen       4,2     Hertha Berlin
2014-2015,31.08.2014,Mainz       0,0     Hannover 96
2014-2015,12.09.2014,B. Leverkusen       3,3     Werder Bremen
2014-2015,13.09.2014,Bayern Münih       2,0     Stuttgart
2014-2015,14.09.2014,E. Frankfurt       0,1     Augsburg
2014-2015,19.09.2014,Freiburg       2,2     Hertha Berlin
2014-2015,20.09.2014,Schalke 04       2,2     E. Frankfurt
2014-2015,21.09.2014,Wolfsburg       4,1     B. Leverkusen
2014-2015,23.09.2014,Bayern Münih       4,0     Paderborn
2014-2015,24.09.2014,B. Dortmund       2,2     Stuttgart
2014-2015,26.09.2014,Mainz       0,0     Hoffenheim
2014-2015,27.09.2014,Schalke 04       2,1     B. Dortmund
2014-2015,28.09.2014,Augsburg       1,0     Hertha Berlin
2014-2015,03.10.2014,Hertha Berlin       3,2     Stuttgart
2014-2015,04.10.2014,Bayern Münih       4,0     Hannover 96
2014-2015,05.10.2014,Wolfsburg       1,0     Augsburg
2014-2015,18.10.2014,Bayern Münih       6,0     Werder Bremen
2014-2015,19.10.2014,Hamburg       1,1     Hoffenheim
2014-2015,24.10.2014,Werder Bremen       0,1     Köln
2014-2015,25.10.2014,B. Dortmund       0,1     Hannover 96
2014-2015,26.10.2014,Wolfsburg       3,0     Mainz
2014-2015,31.10.2014,Schalke 04       1,0     Augsburg
2014-2015,01.11.2014,Mainz       1,2     Werder Bremen
2014-2015,02.11.2014,M'gladbach       3,1     Hoffenheim
2014-2015,07.11.2014,Hertha Berlin       0,2     Hannover 96
2014-2015,08.11.2014,B. Leverkusen       0,0     Mainz
2014-2015,09.11.2014,Wolfsburg       2,0     Hamburg
2014-2015,22.11.2014,Bayern Münih       4,0     Hoffenheim
2014-2015,23.11.2014,Hamburg       2,0     Werder Bremen
2014-2015,28.11.2014,Freiburg       1,4     Stuttgart
2014-2015,29.11.2014,Schalke 04       4,1     Mainz
2014-2015,30.11.2014,Wolfsburg       1,0     M'gladbach
2014-2015,05.12.2014,B. Dortmund       1,0     Hoffenheim
2014-2015,06.12.2014,M'gladbach       3,2     Hertha Berlin
2014-2015,07.12.2014,Hamburg       2,1     Mainz
2014-2015,12.12.2014,Hoffenheim       3,2     E. Frankfurt
2014-2015,13.12.2014,Schalke 04       1,2     Köln
2014-2015,14.12.2014,B. Leverkusen       1,1     M'gladbach
2014-2015,16.12.2014,Bayern Münih       2,0     Freiburg
2014-2015,17.12.2014,B. Dortmund       2,2     Wolfsburg
2014-2015,19.12.2014,Mainz       1,2     Bayern Münih
2014-2015,20.12.2014,Schalke 04       0,0     Hamburg
2014-2015,21.12.2014,Hertha Berlin       0,5     Hoffenheim
2014-2015,30.01.2015,Wolfsburg       4,1     Bayern Münih
2014-2015,31.01.2015,Schalke 04       1,0     Hannover 96
2014-2015,01.02.2015,Werder Bremen       2,0     Hertha Berlin
2014-2015,03.02.2015,Bayern Münih       1,1     Schalke 04
2014-2015,04.02.2015,B. Dortmund       0,1     Augsburg
2014-2015,06.02.2015,Schalke 04       1,0     M'gladbach
2014-2015,07.02.2015,Wolfsburg       3,0     Hoffenheim
2014-2015,08.02.2015,Werder Bremen       2,1     B. Leverkusen
2014-2015,13.02.2015,B. Dortmund       4,2     Mainz
2014-2015,14.02.2015,Bayern Münih       8,0     Hamburg
2014-2015,15.02.2015,Hertha Berlin       0,2     Freiburg
2014-2015,20.02.2015,Stuttgart       2,3     B. Dortmund
2014-2015,21.02.2015,Schalke 04       1,1     Werder Bremen
2014-2015,22.02.2015,Hamburg       1,1     M'gladbach
2014-2015,27.02.2015,Bayern Münih       4,1     Köln
2014-2015,28.02.2015,B. Dortmund       3,0     Schalke 04
2014-2015,01.03.2015,M'gladbach       2,0     Paderborn
2014-2015,06.03.2015,Stuttgart       0,0     Hertha Berlin
2014-2015,07.03.2015,Schalke 04       3,1     Hoffenheim
2014-2015,08.03.2015,Köln       4,2     E. Frankfurt
2014-2015,13.03.2015,B. Leverkusen       4,0     Stuttgart
2014-2015,14.03.2015,Augsburg       0,2     Mainz
2014-2015,15.03.2015,Wolfsburg       3,0     Freiburg
2014-2015,20.03.2015,Hamburg       0,1     Hertha Berlin
2014-2015,21.03.2015,Hannover 96       2,3     B. Dortmund
2014-2015,22.03.2015,Mainz       1,1     Wolfsburg
2014-2015,04.04.2015,B. Leverkusen       4,0     Hamburg
2014-2015,05.04.2015,Augsburg       0,0     Schalke 04
2014-2015,10.04.2015,Hannover 96       1,1     Hertha Berlin
2014-2015,11.04.2015,Bayern Münih       3,0     E. Frankfurt
2014-2015,12.04.2015,Köln       3,2     Hoffenheim
2014-2015,17.04.2015,E. Frankfurt       0,0     M'gladbach
2014-2015,18.04.2015,B. Dortmund       3,0     Paderborn
2014-2015,19.04.2015,Werder Bremen       1,0     Hamburg
2014-2015,24.04.2015,Mainz       2,0     Schalke 04
2014-2015,25.04.2015,B. Dortmund       2,0     E. Frankfurt
2014-2015,26.04.2015,Paderborn       2,2     Werder Bremen
2014-2015,02.05.2015,Schalke 04       3,2     Stuttgart
2014-2015,03.05.2015,Mainz       1,2     Hamburg
2014-2015,08.05.2015,Hamburg       1,1     Freiburg
2014-2015,09.05.2015,Bayern Münih       0,1     Augsburg
2014-2015,10.05.2015,Paderborn       1,3     Wolfsburg
2014-2015,16.05.2015,Schalke 04       1,0     Paderborn
2014-2015,23.05.2015,Bayern Münih       2,0     Mainz
2015-2016,14.08.2015,Bayern Münih       5,0     Hamburg
2015-2016,15.08.2015,B. Leverkusen       2,1     Hoffenheim
2015-2016,16.08.2015,Wolfsburg       2,1     E. Frankfurt
2015-2016,21.08.2015,Hertha Berlin       1,1     Werder Bremen
2015-2016,22.08.2015,Schalke 04       1,1     Darmstadt 98
2015-2016,23.08.2015,Ingolstadt       0,4     B. Dortmund
2015-2016,28.08.2015,Wolfsburg       3,0     Schalke 04
2015-2016,29.08.2015,Stuttgart       1,4     E. Frankfurt
2015-2016,30.08.2015,B. Dortmund       3,1     Hertha Berlin
2015-2016,11.09.2015,M'gladbach       0,3     Hamburg
2015-2016,12.09.2015,Bayern Münih       2,1     Augsburg
2015-2016,13.09.2015,Hoffenheim       1,3     Werder Bremen
2015-2016,18.09.2015,Mainz       3,1     Hoffenheim
2015-2016,19.09.2015,Wolfsburg       2,0     Hertha Berlin
2015-2016,20.09.2015,Stuttgart       0,1     Schalke 04
2015-2016,22.09.2015,Bayern Münih       5,1     Wolfsburg
2015-2016,23.09.2015,Schalke 04       2,0     E. Frankfurt
2015-2016,25.09.2015,Köln       1,1     Ingolstadt
2015-2016,26.09.2015,Wolfsburg       1,1     Hannover 96
2015-2016,27.09.2015,E. Frankfurt       1,1     Hertha Berlin
2015-2016,02.10.2015,Darmstadt 98       2,3     Mainz
